Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
WO/2019/023607A1,WIPO,2019-01-31,AVIATION GASOLINE ENGINE COOLANT INJECTION SYSTEM,"A set of apparatus to inject distilled-water in solution acting as an engine coolant into the combustion chamber of a high-compression air-cooled piston aircraft engine to mix with aviation gasoline, operating on a minimum 91 motor octane aviation gasoline (leaded or unleaded), thereby improving engine performance, and suppressing early detonation in prescribed operating situations. The apparatus incorporates 1) an ultra-light weight corrosion-resistant engine coolant storage compartment mounted inside the aircraft, 2) stainless steel pipe fittings, 3) controller activated fluid injectors with wide spray nozzles, 4) aircraft-approved wiring and stainless steel plumbing tied to the pump and combustion chamber, 5) a primary and back-up electric pump approved for aviation use, 6) a special formulation of water-based cooling fluid in solution with a non-toxic anti-freezing agent designed for high altitude aircraft use, 7) electric sensors for temperature, pressure and early detonation programmed to a sensory control unit that automatically activates the electric pump to inject coolant only on pre-configured conditions during periods of peak engine performance when early detonation is most likely to occur, 8) a digital metering display for the pilot instrument panel capable to report cylinder-head temperature, manifold pressure, oxygen (air/fuel ratio) and an aviation approved knock-sensor, and 8) a test switch and automatic operation on-off switch.",D'ACOSTA CHRIS (US); STIRM BRIAN (US); ALBUZAT THOMAS (DE),DACOSTA CHRIS (US); STIRM BRIAN (US); ALBUZAT THOMAS (US),2018-07-27
WO/2019/047407A1,WIPO,2019-03-14,LOW CARBON AVIATION BIOFUEL PREPARATION METHOD AND SYSTEM BASED ON FULL LIFE-CYCLE,A low carbon aviation biofuel preparation method and a system based on a full life-cycle. Said method comprises: screening for a microalgae having carbon spectrum characteristics compatible with those of an aviation fuel; cultivating the microalgae to produce an oil-producing microalgae capable of efficiently fixing carbon dioxide and having high fatty acid yield; performing oil extraction on the oil-producing microalgae by means of a rapid hydrothermal method; sequentially subjecting the obtained crude oil to impurity removal and hydrogenation refining treatment to obtain a hydrogenated product; and performing a fractionation treatment on the hydrogenated product. The system includes modules corresponding to the method above.,YANG XIAOYI (CN); LIU ZIYU (CN),UNIV BEIHANG (CN),2017-12-13
WO/2022/162680A1,WIPO,2022-08-04,A MULTIFUNCTIONAL CATALYST AND ITS COMPOSITION FOR SINGLE STEP CONVERSION OF TRIGLYCERIDES TO TRANSPORTATION FUELS,"The present invention discloses a multifunctional catalyst made up of a catalytic support of a Zeolite component, SiO2-Al2O3 and a binder selected from alumina or Pseudoboehmite alumina. The said catalytic support is in the form of extrudates and the said extrudates of the catalytic support are sequentially loaded with at least one active metal selected from tungsten (W), nickel (Ni) and at least one chelating agent. The at least one chelating agent is selected from citric acid, nitrilotriacetic acid, glutamic acid, hexamethylenetetramine, glucaric acids, amino acid, ethylenediaminetetraacetic acid, glutaric acid, succinic acid or a combination thereof. Further, the multifunctional catalyst of the present invention is subjected to sulfidation before using the said multifunctional catalyst for selectively preparing a plurality of transportation fuels such as the Sustainable Aviation Fuel (SAF), or the Green Diesel (GD).",KANNA NARASIMHARAO (IN); GANAGALLA SRINIVASA RAO (IN); DHAR PRADYUT KUMAR (IN); DAMA SRIKANTH (IN); GNANASEKARAN VALAVARASU (IN); BOJJA RAMACHANDRARAO (IN),HINDUSTAN PETROLEUM CORP LTD (IN),2021-04-13
WO/2023/126565A1,WIPO,2023-07-06,A METHOD FOR PRODUCING RENEWABLE AVIATION FUEL,"The present invention relates to a method for producing renewable aviation fuel D or components thereto from renewable feedstock A comprising separate hydrodeoxygenation (20) hydroisomerization step (40), wherein the hydroisomerization is catalysed by metal impregnated hierarchical zeolite catalyst.",TIITTA MARJA (FI); ALBERSBERGER SYLVIA (FI); MÄKELÄ EVELIINA (FI),NESTE OYJ (FI),2022-11-21
WO/2023/150001A1,WIPO,2023-08-10,PRODUCTION OF SUSTAINABLE AVIATION FUEL FROM CO2 AND LOW-CARBON HYDROGEN,A process for the production of sustainable aviation fuel (SAP) with low carbon intensity. The jet fuel is produced from the reaction of hydrogen from the electrolysis of water with captured carbon dioxide. The hydrogen and carbon dioxide are reacted to product a stream comprising carbon monoxide. Hydrogen and carbon monoxide are reacted to produce n-alkanes. Alkanes are hydroisomerized to produce sustainable aviation fuel with low carbon intensity.,SCHUETZLE DENNIS (US); SCHUETZLE ROBERT (US); BUCHER JAMES (US); CALDWELL MATTHEW (US); GALLOWAY ANJA (US); HANBURY ORION (US); MCGINNIS GLENN (US),INFINIUM TECH LLC (US),2023-01-03
WO/2023/247316A1,WIPO,2023-12-28,CONVERSION OF CARBON OXIDES TO SUSTAINABLE AVIATION FUEL (SAF),A reforming system is provided for dedicated steam reforming of a stream rich in paraffins and/or olefins of a jet fuel synthesis plant incorporating the reforming system. The invention provides an overall more efficient feed-to-jet fuel system and process.,DE SARKAR SUDIP (DK); AASBERG-PETERSEN KIM (DK),TOPSOE AS (DK),2023-06-15
WO/2024/003656A1,WIPO,2024-01-04,CATALYST AND PROCESS TO MAKE RENEWABLE DIESEL AND SUSTAINABLE AVIATION FUEL,"A process for making a renewable product from a biofeedstock, in which a biofeedstock is contacted with a hydroconversion catalyst under hydroconversion conditions, the biofeedstock comprising one or more biocomponents, and the hydroconversion catalyst comprising a hydrotreating catalyst and a hydroisomerization catalyst.",TREVINO HORACIO (US); MUNSIF HIMAL P (US); YOUNG MICHELLE K (US); MCCORD CAMERON A (US),CHEVRON USA INC (US),2023-06-15
WO/2024/030611A2,WIPO,2024-02-08,CONTINUOUS HYDRODEOXYGENATION OF LIGNIN TO JET-RANGE AROMATIC HYDROCARBONS,"Described herein are systems and methods for the catalytic deoxygenation of lignin to generate low-oxygen aromatics that may be useful as a sustainable aviation or marine fuel. The provided systems and methods may be performed continuously without the need for a solvent, increasing both efficiency and cost effectiveness.",BECKHAM GREGG TYLER (US); STONE MICHAEL L (US); ROMAN YURIY (US); WEBBER MATTHEW S (US),ALLIANCE SUSTAINABLE ENERGY (US); MASSACHUSETTS INST TECHNOLOGY (US),2023-08-04
EP3350291A1,EP,2018-07-25,"ASSOCIATIVE POLYMERS FOR USE IN A FLOW AND RELATED COMPOSITIONS, METHODS AND SYSTEMS","Described herein are associative polymers capable of controlling a physical and/or chemical property of non-polar compositions that can be used when the non-polar composition is in a flow, and related compositions, methods and systems. Associative polymers herein described have a non-polar backbone with a longest span having a molecular weight that remains substantially unchanged under the flow conditions and functional groups presented at ends of the non-polar backbone, with a number of the functional groups presented at the ends of the non-polar backbone formed by associative functional groups capable of undergoing an associative interaction with another associative functional group with an association constant (k) such that the strength of each associative interaction is less than the strength of a covalent bond between atoms and in particular less than the strength of a covalent bond between backbone atoms.",KORNFIELD JULIA A (US); WEI MING-HSIN (US),"CALIFORNIA INST OF TECHN (Pasadena, CA 91125, US)",2016-09-19
EP3674202B1,EP,2021-03-17,AIRCRAFT WING,"A wing (3, 3') having a wing box (20) defining a first wing profile (28) with a first leading edge (29), a first trailing edge (30), a first top surface (31) and a first bottom surface (32); a first appendage (21, 21') hinged on the wing box (20) and defining a second wing profile (35), in turn comprising an end wall (41) and a second trailing edge (43), a second top surface (45) and a second bottom surface (47); the first appendage (21, 21') is movable between: a first position, in which the first and the second wing profiles (35, 28) are contiguous with each other and a second position, in which the second bottom surface (47) and second top surface (45) are respectively separated from the first bottom surface and first top surface (32, 31); the wing box (20) comprises a first spar (26a) having a curved section in a plane orthogonal to the associated first axis (E) ; the end wall (41) is curved and arranged abutting against the first spar (26a) at least along the second top surface (31) and the second bottom surface (32) when the first movable appendage (21, 21') is in the first position.",ABDEL NOUR PIERRE (IT); BRUGHERA PAOLO (IT); CASSINELLI CARLO (IT),"LEONARDO SPA (00195 Roma, IT)",2018-12-28
EP3674202A1,EP,2020-07-01,AIRCRAFT WING,"A wing (3, 3') having a wing box (20) defining a first wing profile (28) with a first leading edge (29), a first trailing edge (30), a first top surface (31) and a first bottom surface (32); a first appendage (21, 21') hinged on the wing box (20) and defining a second wing profile (35), in turn comprising an end wall (41) and a second trailing edge (43), a second top surface (45) and a second bottom surface (47); the first appendage (21, 21') is movable between: a first position, in which the first and the second wing profiles (35, 28) are contiguous with each other and a second position, in which the second bottom surface (47) and second top surface (45) are respectively separated from the first bottom surface and first top surface (32, 31); the wing box (20) comprises a first spar (26a) having a curved section in a plane orthogonal to the associated first axis (E) ; the end wall (41) is curved and arranged abutting against the first spar (26a) at least along the second top surface (31) and the second bottom surface (32) when the first movable appendage (21, 21') is in the first position.

",ABDEL NOUR PIERRE (IT); BRUGHERA PAOLO (IT); CASSINELLI CARLO (IT),"LEONARDO SPA (00195 Roma, IT)",2018-12-28
EP4187140A1,EP,2023-05-31,"AIRFOIL STRUCTURE, PRESSURE VESSEL AND METHOD OF PRODUCING THE SAME","The present invention relates to an airfoil structure, a pressure vessel for an airfoil structure, a method of manufacturing a pressure vessel for an airfoil structure and a method of manufacturing an airfoil structure. The airfoil structure (10) comprising:
- an outer airfoil shape (12) configured to contact an airflow; and
- at least one pressure vessel (20) disposed inside the outer airfoil shape (12) so that the at least one pressure vessel (20) is configured to carry at least a part of a load applied to the outer airfoil shape (12);

wherein the at least one pressure vessel (20) comprises a plurality of vessel segments (30),
wherein the plurality of vessel segments (30) are connected substantially in an axial direction (A) of the at least one pressure vessel (20), and
wherein the plurality of connected vessel segments (30) substantially are wrapped with at least one pressure vessel layer (40) of fibre reinforced plastic so as to form one substantially continuous pressure vessel (20).
",ALBANI CHRISTOPH (DE); SEMSCH MARTIN (DE); ZIEGAN STEFAN (DE),"APUS AVIATION ENG GMBH (15344 Strausberg, DE)",2021-11-26
EP3050868A1,EP,2016-08-03,Method for catalytic conversion of ketoacids and hydrotreament to hydrocarbons,"The present invention relates to catalytic conversion of ketoacids, including methods for increasing the molecular weight of ketoacids, the method comprising the steps of providing in a reactor a feedstock comprising at least one ketoacid, water and a base. The feedstock is then subjected to base catalysed condensation reaction(s).
",MYLLYOJA JUKKA (FI); PIILOLA RAMI (FI); SELÄNTAUS MAARIA (FI); KARVINEN ESKO (FI),NESTE OYJ (FI),2015-01-30
EP1711688A2,EP,2006-10-18,MITIGATION OF UNSTEADY PEAK FAN BLADE AND DISC STRESSES IN TURBOFAN ENGINES THROUGH THE USE OF FLOW CONTROL DEVICES TO STABILIZE BOUNDARY LAYER CHARACTERISTICS,"Abstract not available for EP1711688Abstract of corresponding document: WO2005074469Method and apparatus for providing a turbofan blade (40) adapted to initiate and control a boundary layer transition at a side surface of the blade (40) during operation as a component in a turbofan assembly (35). The turbofan blade (40) includes a leading edge (55), a trailing edge (58), and two side surfaces including a high-pressure side surface (49) and a low-pressure side surface (52). At least one of the two side surfaces has an essentially smooth surface portion (61) located between the leading and trailing edges, and the essentially smooth surface portion is interrupted by a surface deviation (64). The surface deviation is configured to fix a positionally unstable laminar to turbulent boundary layer transition (24) at a location toward the trailing edge from the surface deviation during operation of the turbofan blade in the turbofan assembly. In this manner, fatigue inducing and/or structurally damaging unsteady aerodynamic forces experienced upon the blade and/or fan disc during operation are controlled, and the resultant fluctuating fan blade and disc peak stresses are mitigated.",MILLS ROBERT (US); HENNE PRESTON (US); JOHANN ERIK (DE),ROLLS ROYCE DEUTSCHLAND (DE),2004-12-20
EP4015970B1,EP,2024-04-03,HEAT PIPE FOR IMPROVED THERMAL PERFORMANCE AT COLD PLATE INTERFACE,"Disclosed embodiments are relate to heat transfer devices or heat exchangers for computing systems, and in particular, to heat pipes for improved thermal performance at a cold plate interface. A thermal exchange assembly includes a heat pipe (HP) directly coupled to a cold plate. The HP includes a window, which is a recessed or depressed portion of the HP. The window is attached to the cold plate at a window section of the cold plate. The cold plate is configured to be placed on a semiconductor device that generates heat during operation. The cold plate transfers the heat to the HP with less thermal resistance than existing HP solutions. Other embodiments may be described and/or claimed.",PAAVOLA JUHA (US); MISHRA COLUMBIA (US); HUTTULA JUSTIN (US); CARBONE MARK (US),"INTEL CORP (Santa Clara, CA 95054, US)",2021-11-10
WO/2014/105700A1,WIPO,2014-07-03,LIGNOCELLULOSIC CONVERSION PROCESS INTENSIFICATION,"Economic conversion of lignocellulose requires both the maximization of conversion of available carbohydrates, as well as minimization of process capital cost. Process intensification minimizes capital cost while preserving conversion yield by combining into a single step those unit operations that are conducted at similar conditions. Flowsheet variations are proposed that minimize process capital while maintaining overall conversion yield.",BINDER JOSEPH (US); BORDEN JACOB (US); CHAPPELL MICHAEL (US); PARAG SHAH (US),BP CORP NORTH AMERICA INC (US); BINDER JOSEPH (US); BORDEN JACOB (US); CHAPPELL MICHAEL (US); PARAG SHAH (US),2013-12-20
WO/2015/144856A1,WIPO,2015-10-01,METHOD FOR CATALYTIC CONVERSION OF KETOACIDS AND HYDROTREAMENT TO HYDROCARBONS,"The present invention relates to catalytic conversion of ketoacids, including methods for increasing the molecular weight of ketoacids, the method comprising the steps of providing in a reactor a feedstock comprising at least one ketoacid. The feedstock is then subjected to one or more C-C-coupling reaction(s) in the presence of a catalyst system comprising a first metal oxide and a second metal oxide.",LINDBLAD MARINA (FI); IKONEN ELIAS (FI); SELÄNTAUS MAARIA (FI); KÄLDSTRÖM MATS (FI),NESTE OIL OYJ (FI),2015-03-26
EP2924097B1,EP,2019-10-16,METHOD FOR CATALYTIC CONVERSION OF KETOACIDS AND HYDROTREATMENT TO HYDROCARBONS,"The present invention relates to catalytic conversion of ketoacids, including methods for increasing the molecular weight of ketoacids, the method comprising the steps of providing in a reactor a feedstock comprising at least one ketoacid. The feedstock is then subjected to one or more C-C-coupling reaction(s) in the presence of a catalyst system comprising a first metal oxide and a second metal oxide.",LINDBLAD MARINA (FI); IKONEN ELIAS (FI); SELÄNTAUS MAARIA (FI); KÄLDSTRÖM MATS (FI),"NESTE OYJ (02150 Espoo, FI)",2014-12-22
EP3887248A1,EP,2021-10-06,AERIAL VEHICLE WITH ENHANCED PITCH CONTROL AND INTERCHANGEABLE COMPONENTS,"An aircraft capable of vertical take-off and landing comprises a fuselage, at least one processor carried by the fuselage and a pair of aerodynamic, lift-generating wings extending from the fuselage. A plurality of vectoring rotors are rotatably carried by the fuselage so as to be rotatable between a substantially vertical configuration relative to the fuselage for vertical take-off and landing and a substantially horizontal configuration relative to the fuselage for horizontal flight. The vectoring rotors are unsupported by the first pair of wings. The wings may be modular and removably connected to the fuselage and configured to be interchangeable with an alternate pair of wings. A cargo container may be secured to the underside of the fuselage, and the cargo container may be modular and interchangeable with an alternate cargo container.",GEORGE DALE ARTHUR (CA),"SKY CANOE INC (Toronto, Ontario M5X 1G5, CA)",2019-11-21
EP2521705A1,EP,2012-11-14,INTEGRATED METHODS OF PREPARING RENEWABLE CHEMICALS,"Isobutene, isoprene, and butadiene are obtained from mixtures of C4 and/or C5 olefins by dehydrogenation. The C4 and/or C5 olefins can be obtained by dehydration of C4 and C5 alcohols, for example, renewable C4 and C5 alcohols prepared from biomass by thermochemical or fermentation processes. Isoprene or butadiene can be polymerized to form polymers such as polyisoprene, polybutadiene, synthetic rubbers such as butyl rubber, etc. in addition, butadiene can be converted to monomers such as methyl methacrylate, adipic acid, adiponitrile, 1,4-butadiene, etc. which can then be polymerized to form nylons, polyesters, polymethylmethacrylate etc.",PETERS MATTHEW W (US); TAYLOR JOSHUA D (US); JENNI MADELINE M (US); HENTON DAVID E (US); MANZER LEO E (US),GEVO INC (US),2011-01-07
EP0447215A2,EP,1991-09-18,Generator auxiliary mode lubrication system and method.,"A generator system having a failure mode cooling-oil lubricating auxiliary compartment [Figs. 1-4 (44)] structurally integrated into the generator casing (14) so as to provide a supplement to primary [Fig. 1 (100, 110); Fig. 3 (112-118)] cooling and lubrication functions. A coupled driving unit (20) and generating unit (10) of an aircraft generating system has primary pump (50) cooling and lubricating functions during productive rotating electrical power generation (AC), and cooling friction and windage cooling function and a residual lubrication function [Figs. 1, 2, 4 (142-148)] is used for critical rotating components, during a fault mode of electrical non-power output production in the generator. This is provided in order to retard or eliminate damage and destruction of the coupled driving and generator units during an extended interim without power output of a failed generator unit, such as when its primary cooling and lubricating components have ceased to function. ",MCCABRIA JACK LEE (US),WESTINGHOUSE ELECTRIC CORP (US),1991-03-13
WO/2011/139711A2,WIPO,2011-11-10,ANAEROBIC ORGANISMS IN A PROCESS FOR CONVERTING BIOMASS,"A method for integrating biological conversion of mixed acids to hydrocarbons, hydrocarbon-like molecules, biofuels, and combinations thereof. The method including introducing fermentation products to at least one microorganism chosen from the group consisting of heterotrophic microorganisms, photo-mixotrophic microorganisms, chemo-autotrophic microorganisms, and combinations thereof.",GRANDA CESAR B (US); HOLTZAPPLE MARK T (US); HOLTZAPPLE ERIK (US),TERRABON INC (US); TEXAS A & M UNIV SYS (US); GRANDA CESAR B (US); HOLTZAPPLE MARK T (US); HOLTZAPPLE ERIK (US),2011-04-26
EP3050868B1,EP,2019-11-13,Method for catalytic conversion of ketoacids and hydrotreament to hydrocarbons,"The present invention relates to catalytic conversion of ketoacids, including methods for increasing the molecular weight of ketoacids, the method comprising the steps of providing in a reactor a feedstock comprising at least one ketoacid, water and a base. The feedstock is then subjected to base catalysed condensation reaction(s).",MYLLYOJA JUKKA (FI); PIILOLA RAMI (FI); SELÄNTAUS MAARIA (FI); KARVINEN ESKO (FI),"NESTE OYJ (02150 Espoo, FI)",2015-01-30
EP2720340B1,EP,2015-01-21,"Electric power supply system for an aircraft, aircraft and airport power supply system","The present invention relates to an electric power supply system for an aircraft having a transformer-less HVDC architecture, the system comprising: at least one multiphase engine generator in a star configuration which provides a multiphase alternating (AC) voltage; a converting circuit for converting the multiphase AC voltage into a corresponding direct (DC) voltage for supplying at least one aircraft load; an electric power supply interface (27) for connection with a standardized GPU plug (50) of an external GPU (28), the electric power supply interface (27) comprising a supply voltage output terminal coupled to a self-contained power source (55) for providing a low voltage control signal for driving a GPU internal switching circuit (54) wherein the power source is decoupled from the AC voltage and DC voltage. The present invention further relates to an aircraft and an airport power supply system.",BROMBACH JOHANNES (DE); SCHULZ DETLEF (DE),AIRBUS OPERATIONS GMBH (DE),2012-10-15
JP2019117792A,JP,2019-07-18,POWER GENERATION SYSTEM AND METHOD REGARDING TO THE SAME SYSTEM,"To provide an electrochemical power system, which generates at least one of electricity and a thermal energy.SOLUTION: A power system generating at least one a direct electric energy and a thermal energy, includes: at least one tank; a reactant including at least one of a) at least one of catalyst or a catalyst source containing HO in an incipient stage, b) at least one of an atomic hydrogen and an atomic hydrogen source, and c) at least one of a conductor and a conductive matrix; at least one set electrode enclosing the reactant; an electric power source for delivering a short burst of the electric energy of a high current; a refilling system in which the high current is applied to the reactant enclosed by the electrode; at least one system reproducing an initial reactant from a reaction product; and at least one of a direct plasma-electric converter and at least thermal-electric power converter.SELECTED DRAWING: Figure 1",RANDELL MILLS,BRILLIANT WRITE POWER INC,2019-01-04
