Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
8152092,US,04/10/2012,Aerial transporter,"This invention relates to an aerial transporter comprising rigid cell structures which are covered with light materials as a skin, composed of modules. The invention aerial transporter represents some type of airship without a tail unit as well as an approximate balloon construction comprising a rigid structure and an independent drive unit. Said aerial transporter can transport loads in the range of about 20 t and more over short to medium distances using lighter-than-air technology while meeting air traffic regulations. Furthermore, the disclosed aerial transporter can be used as an air crane in the tied state.","Zulkowski, Rolf (OT Zeesen, DE)                
                            Henk, Jürgen (OT Zeesen, DE)                
                            Von Gablenz, Carl (Berlin, DE)                
                            Von Kessel, Christoph (Kleinmachnow, DE)","Delcon Deutsche Luftfahrt Consult GmbH (Wildau, DE)",12/06/2006
8192688,US,06/05/2012,Trifluid reactor,"A thermally diluted exothermic reactor system is comprised of numerous orifices distributed within a combustor by distributed perforated contactor tubes or ducts. The perforated contactors deliver and mix diluent fluid and one or more reactant fluids with an oxidant fluid. Numerous micro-jets about the perforated tubes deliver, mix and control the composition of reactant fluid, oxidant fluid and diluent fluid. The reactor controls one or more of composition profiles, composition ratio profiles and temperature profiles in one or more of the axial direction and one or two transverse directions, reduces temperature gradients and improves power, efficiency and emissions.","Hagen, David L. (Goshen, IN, US)                
                            Ginter, Gary (Chicago, IL, US)                
                            Goheen, Bill (Goshen, IN, US)                
                            Mcguire, Allan L. (Elkhart, IN, US)                
                            Rankin, Janet (Shawano, WI, US)","Vast Power Portfolio LLC (Elkhart, IN, US)",03/26/2009
2296117,US,09/15/1942,Aircraft structure,This invention relates to airplane landing gear and has reference more particularly to flush type retractable landing gear housed in the wing structure and projectable therefrom for landing.  The invention has for one of its objects the provision of a simple and reliably operative retractable...,"Paul, Pevney",REPUBLIC AVIAT CORP,07/22/1940
6474604,US,11/05/2002,Mobius-like joining structure for fluid dynamic foils,"This invention, though preferably applied to aircraft structure, has application to foil-bearing devices in general, creating structure somewhat similar to the structure of a mobius band surface which characteristically rejoins to itself, because said structure produces unique continuity of one surface blending into a subsequent one, said structure most often having opposed higher and lower pressure-dynamic surfaces. These “mobius-like” structures join foil segments and complementary surfaces to specific fluid-dynamic components (foil segments joined to foil extensions, shaped and contoured panels, subsequent foil segments, and moveable surfaces) such that there is particular unique continuity of a first fluid-dynamic component to a subsequent one thus more effectively utilizing foil-created fluid-dynamic pressure flow for orchestrated lift and thrust production and reducing vortex-induced fluid-dynamic drag than have other inventions of the prior art.","Carlow, Jerry E. (San Antonio, TX)",CARLOW JERRY E.,04/12/2000
8733705,US,05/27/2014,Aircraft rescue device,"At least a first rescue device for receiving rescue is configured on a bottom side of an aircraft and at least a second rescue device for providing rescue is configured on a bottom side of the aircraft. The first and second rescue devices can be optionally configured. For a small aircraft, only the first rescue device for receiving rescue can be configured. For a large aircraft, both the first and second rescue devices for providing and receiving rescue can be simultaneously or optionally configured. When an aircraft with the first rescue device for receiving rescue suffers loss of power, insufficient power, or control difficulty, another aircraft with the second rescue device for providing rescue can fly on top of the former and their first and second rescue devices can be linked together so that the troubled aircraft can be pulled away to land in a safe place.","Hsieh, Lu-ho (New Taipei, TW)",HSIEH LU-HO,02/06/2012
9090324,US,07/28/2015,Aircraft support structure,"A support unit for a structure within a pressure vessel that includes an external load distribution plate, an internal load distribution plate, a standoff unit between the external load distribution plate and the internal load distribution plate that extends through an opening in a pressure vessel.","Otto, William M. (Yorba Linda, CA, US)","OTTOA AVIATION GROUP (Yorba Linda, CA, US)",01/14/2014
10167550,US,01/01/2019,Multi-functional composite structures,"A multi-functional composite system generally comprises a core, a plurality of structural composite fiber layers, a matrix material, a connector configured to interface with one or more electrical devices and a composite conductor assembly, the composite conductor assembly having one or more conductors disposed between two or more insulating layers.","Wen, Ed (Manassas, VA, US)                
                            Cottrell, Dan (Manassas, VA, US)                
                            Ehrmantraut, Adam (Manassas, VA, US)                
                            Blehar, Mark (Manassas, VA, US)                
                            Kordonowy, David (Manassas, VA, US)","Aurora Flight Sciences Corporation (Manassas, VA, US)",06/01/2015
11912425,US,02/27/2024,Aircraft propulsion unit,"An aircraft propulsion unit includes an electric motor, at least one accessory unit used for operating the electric motor, an inverter module, the inverter module including a plurality of inverters for powering the electric motor and the at least one accessory unit, and a cooling system coupled to the electric motor and the inverter module, the cooling system comprising a coolant path for circulating a coolant through or adjacent to the electric motor and the at least one accessory unit.","Wagner, Jonathan (Belmont, CA, US)                
                            Landseadel, Bradley (Gilbert, AZ, US)                
                            Milia, Joey (Palo Alto, CA, US)                
                            Macafee, Scott (Santa Cruz, CA, US)                
                            Van Der, Geest Martin (Santa Cruz, CA, US)","Joby Aero, Inc. (Santa Cruz, CA, US)",05/16/2023
11560235,US,01/24/2023,Aircraft propulsion unit,"An aircraft propulsion unit includes an electric motor, at least one accessory unit used for operating the electric motor, an inverter module, the inverter module including a plurality of inverters for powering the electric motor and the at least one accessory unit, and a cooling system coupled to the electric motor and the inverter module, the cooling system comprising a coolant path for circulating a coolant through or adjacent to the electric motor and the at least one accessory unit.","Wagner, Jonathan (Santa Cruz, CA, US)                
                            Landseadel, Bradley (Santa Cruz, CA, US)                
                            Milia, Joey (Santa Cruz, CA, US)                
                            Macafee, Scott (Santa Cruz, CA, US)                
                            Van Der, Geest Martin (Santa Cruz, CA, US)","Joby Aero, Inc. (Santa Cruz, CA, US)",02/09/2022
US20040219079,US,11/04/2004,Trifluid reactor,"A thermally diluted exothermic reactor system is comprised of numerous orifices distributed within a combustor by distributed perforated contactor tubes or ducts. The perforated contactors deliver and mix diluent fluid and one or more reactant fluids with an oxidant fluid. Numerous micro-jets about the perforated tubes deliver, mix and control the composition of reactant fluid, oxidant fluid and diluent fluid. The reactor controls one or more of composition profiles, composition ratio profiles and temperature profiles in one or more of the axial direction and one or two transverse directions, reduces temperature gradients and improves power, efficiency and emissions.","Hagen, David L. (Goshen, IN, US)                
                            Ginter, Gary (Chicago, IL, US)                
                            Goheen, Bill (Goshen, IN, US)                
                            Mcguire, Allan (Elkhart, IN, US)                
                            Rankin, Janet (Shawano, WI, US)",Assignee not found,01/22/2004
11691746,US,07/04/2023,Aircraft propulsion unit,"An aircraft propulsion unit includes an electric motor, at least one accessory unit used for operating the electric motor, an inverter module, the inverter module including a plurality of inverters for powering the electric motor and the at least one accessory unit, and a cooling system coupled to the electric motor and the inverter module, the cooling system comprising a coolant path for circulating a coolant through or adjacent to the electric motor and the at least one accessory unit.","Wagner, Jonathan (Belmont, CA, US)                
                            Landseadel, Bradley (Gilbert, AZ, US)                
                            Milia, Joey (Palo Alto, CA, US)                
                            Macafee, Scott (Santa Cruz, CA, US)                
                            Van Der, Geest Martin (Santa Cruz, CA, US)","Joby Aero, Inc. (Santa Cruz, CA, US)",12/09/2022
5191791,US,03/09/1993,Piezoelectric sensor,"The change in capacitance of a sensor is linearly proportional to ice thickness provided that the ice thickness is significantly less than the distance between the conductive electrodes. By employing sensors with different electrodes, the sensitivity to ice may be traded off against the ability to measure greater ice thickness. A sensor with small spacing between electrodes will exhibit a large change in capacitance when covered by a thin layer of ice, however, the capacitance change will be linear only for very thin layers of ice. A sensor with greater spacing between electrodes is less sensitive to ice accretion but has a correspondingly greater ice thickness measurement range. Accordingly, sensor (55) is relatively sensitive and is employed to determine whether or not ice or water is present. This is accomplished by circuit (60) determini  STATEMENT REGARDING GOVERNMENT FUNDED RESEARCH This invention was made with Government support under NAS1-18421, NAS2-12890 and NAS3-25618 awarded by the National Aeronautics and Space Administration. The Government has certain rights in this invention.","Gerardi, Joseph J. (Dryden, NY)                
                            Dahl, Philip R. (Encino, CA)                
                            Hickman, Gail A. (Dryden, NY)","GERARDI; JOSEPH J.                
                            DAHL; PHILIP R.                
                            HICKMAN; GAIL A.",05/04/1990
