Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
US20190242814,US,08/08/2019,FUEL CONTAMINATION MONITOR,An apparatus to detect contaminants in a fuel comprises an input to receive a fuel flow. A light scattering system is coupled to the input. An imaging system is coupled to the light scattering system. A memory is coupled to the imaging system. A processor is coupled to the memory. Output signals from the imaging and light scattering systems are transferred to the processor. The processor is configured to cause the light scattering system to monitor the light scattering intensity from the contaminants in the fuel flow. The processor is configured to cause the light scattering system to measure a light scattering intensity signal from the contaminants in the fuel flow. The processor is configured to generate a trigger signal to turn on the imaging system when the light scattering intensity is greater than a predetermined threshold.,"Bachalo, William D. (Los Altos Hills, CA, US)","Artium Technologies, Inc. (Sunnyvale, CA, US)",02/07/2018
US20180355265,US,12/13/2018,FUEL COMPOSITION,"A liquid fuel composition for a spark ignition internal combustion engine comprising (a) gasoline blending components, (b) Fischer-Tropsch derived naphtha at a level of up to 50% v/v and (c) oxygenated hydrocarbon at a level less than 50% v/v. While the low octane number of Fischer-Tropsch derived naphtha would normally severely restrict its blendability in gasoline to low levels, it has now been found that Fischer-Tropsch derived naphtha can be included in, for example, ethanol-containing gasoline fuel compositions, in surprisingly and significantly high blend ratios of Fischer-Tropsch derived naphtha to ethanol.","Price, Richard John (Vicars Cross, Chester, GB)                
                            Orlebar, Caroline Nicola (London, GB)                
                            Rigutto, Marcello Stefano (Amsterdam, NL)                
                            Clark, Richard Hugh (Manchester, GB)                
                            Chahal, Jasprit Kaur (London, GB)","SHELL OIL COMPANY (HOUSTON, TX, US)",11/28/2016
US20030226361,US,12/11/2003,VENTURILESS SWIRL CUP,"A swirl cup for a gas turbine engine combustor includes a tubular body having an inlet at one end for receiving a fuel injection nozzle, an outlet at an opposite end for discharging the fuel, and an annular septum therebetween. A row of first swirl vanes is attached to the septum adjacent the body inlet, and a row of second swirl vanes is attached to the septum adjacent the first swirl vanes and spaced upstream from the body outlet. Air from the first and second swirl vanes is swirled directly around the injected fuel without a flow barrier or venturi therebetween.","Stickles, Richard W. (Loveland, OH, US)                
                            Halpin, John L. (Pointe Claire, CA)","STICKLES RICHARD W.                
                            HALPIN JOHN L.",01/16/2003
3821941,US,07/02/1974,VALVING FOR INTERNAL COMBUSTION ENGINE,"A modified stratified charge engine, having a unique pressure actuated inlet valve arrangement for controlling the induction of fuel and air into the combustion cylinder as a rapidly swirling mass, thereby to produce efficient combustion and, correspondingly, low exhaust emissions. An engine of the type described capable of operating with substantially equal efficiency, and without knock, on a wide range of octane rated fuels.",RYCHLIK F,"RYCHLIK F,US",01/02/1973
US20230280035,US,09/07/2023,BIMODAL COMBUSTION SYSTEM,"A combustion system may include a detonation combustor comprising one or more detonation chamber walls defining a detonation chamber, a deflagration combustor comprising one or more deflagration chamber walls defining a deflagration chamber, and one or more conjugate chamber walls defining a conjugate chamber, with the conjugate chamber in fluid communication with the detonation chamber and the deflagration chamber. The detonation chamber includes a detonation region and a nozzle region, with the nozzle region providing fluid communication between the detonation region and the conjugate chamber.","Depperschmidt, Daniel Louis (Saratoga Springs, NY, US)                
                            Singh, Kapil Kumar (Rexford, NY, US)                
                            Glaser, Aaron J. (Cincinnati, OH, US)                
                            Cross, Arin Elspeth Lastufka (Waterford, NY, US)                
                            Monahan, Sarah Marie (Latham, NY, US)                
                            Bower, Hannah Erin (Niskayuna, NY, US)","General Electric Company (Schenectady, NY, US)",03/07/2022
6227257,US,05/08/2001,Fabrics,"The invention relates to a fabric (10) for arresting ballistic articles, the fabric (10) comprising first (11) and second (12) woven layers secured together. The working fibers of the first (11) and second (12) layers are of substantially inextensible yarns such as aramid fibers. The working fibers of the first layer (11) are perpendicular to the working fibers of the second layer (12).","Griffiths, Paul Philip (Mountsorrel, GB)",M. Wright & Sons Ltd. (GB),10/02/1998
US20160314459,US,10/27/2016,GLOBAL DIGITAL ENERGY CURRENCY,"A system and method for generating a world currency using the kilowatt energy produced by renewable energy power plants (REPP) where one kilowatt hour energy (kWh) is equivalent to one unit of the world currency called global digital energy currency (GDEC). To generate the GDEC, citizens and investors deposit their paper currency into system owned banks (SOBS) which are processed by a central converting and accounting system (CCA) connected to the SOBS and the REPP. The CCA converts the paper currency of the citizens and investors into GDEC and distributes them to the electronic wallets (EW) of the citizens and investors to buy goods and services so that the GDEC is transferred to new citizens who inherit the currency and eventually spread the GDEC throughout the economy. The CCA uses an encrypted code to link the investors and the renewable energy power plants so that they are traceable.","Jamali Mazlaghani, Ali Naghi (Berlin, DE)",Jamali Mazlaghani Ali Naghi,04/27/2016
US20220161927,US,05/26/2022,VERTICAL TAKE-OFF AND LANDING (VTOL) AIRCRAFT,"A vertical take-off and landing (VTOL) aircraft (100) having: a wing structure having right and left side forward wings (20, 22); and right and left side rearward wings (30, 32), each of the right side wings (20, 30) being connected, and each of the left side wings (22, 32) being connected in a box wing configuration; wherein each wing (20, 22, 30, 32) has a fixed leading edge (100) and at least one moveable trailing control surface (110), further wherein each wing (20, 22, 30, 32) has at least one motor pod (195), the motor pod (195) being pivotally mounted to an underside of the fixed leading edge (100), and fixedly secured to the trailing control surface (110).","Moore, Andrew Dudley (Stanmore, AU)                
                            Wilson, John (Stanmore, AU)","AMSL INNOVATIONS PTY LTD (Stanmore, AU)",03/19/2020
US20120090325,US,04/19/2012,ETHANOL PRODUCTION SYSTEM FOR ENHANCED OIL RECOVERY,"A process for enhancing the energy output of an ethanol production facility has the steps of producing ethanol and stillage from a feedstock, anaerobically digesting said stillage so as to produce carbon dioxide and methane, compressing the methane, compressing the carbon dioxide, and, passing the compressed carbon dioxide to an oil-bearing formation. The compressed carbon dioxide is injected under pressure into the oil-bearing formation so as to produce live crude and natural gas. The compressed methane is delivered to a combustion turbine so as to produced power and an exhaust. The exhaust of the combustion turbine is passed to a steam turbine so as to produce steam and power.","Lewis, Michael J. (Houston, TX, US)",LEWIS MICHAEL J.,01/07/2011
US20180222580,US,08/09/2018,VERTICAL TAKEOFF AND LANDING AIRCRAFT,"The disclosure generally pertains to a vertical take-off and landing (VTOL) aircraft comprising a fuselage and at least one fixed wing. The aircraft may include at least two powered rotors located generally along a longitudinal axis of the fuselage. The rotor units may be coupled to the fuselage via a rotating chassis, which allows the rotors to provide directed thrust by movement of the rotor units about at least one axis. The VTOL aircraft may include instructions to perform a degraded rotor landing protocol. The degraded rotor landing protocol may include adjusting a power to an operable rotor unit to control a rate of descent and/or slow a rate of acceleration toward a landing surface. The VTOL aircraft may be configured to impact the landing surface from a substantially vertical configuration, and adjust a thrust vector to cause the aircraft to come to rest in a generally upright configuration.","Delorean, Paul J. (Bloomfield Hills, MI, US)","DeLorean Aerospace, LLC (Bloomfield Hills, MI, US)",03/10/2017
