Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
8450549,US,05/28/2013,Fuel compositions comprising isoprene derivatives,"The invention provides for methods, compositions and systems using bioisoprene derived from renewable carbon for production of a variety of hydrocarbon fuels and fuel additives.","Mcauliffe, Joseph C. (Sunnyvale, CA, US)                
                            Paramonov, Sergey E. (San Francisco, CA, US)                
                            Sanford, Karl J. (Cupertino, CA, US)","Danisco US Inc. (Palo Alto, CA, US)",06/17/2010
8933282,US,01/13/2015,Fuel compositions comprising isoprene derivatives,"Methods, compositions and systems using isoprene from a bioisoprene composition derived from renewable carbon for production of a variety of hydrocarbon fuels, fuel additives, and additives for fine chemistry and other uses is described.","Mcauliffe, Joseph C. (Sunnyvale, CA, US)","Danisco US Inc. (Palo Alto, CA, US)",06/17/2011
4080178,US,03/21/1978,Colloidal magnesium suspension in critical low concentration in diesel fuel,"A colloidal magnesium suspension is prepared by grinding 400 mesh pure magnesium (99.8+%) in dry kerosene until it reaches colloidal dimensions (from about 500 to 1 millimicron) and is thereafter added in critical low concentration of 1/10 grams as substantially pure magnesium up to about 6 grams per 10 gallons of diesel fuel whereby improved burning of the diesel fuel is observed as evidenced by improvement in mileage of up to 50% for the same motor settings as compared to the diesel fuel to which the colloidal magnesium has not been added. Optimum amounts of about 1/2 to 4 grams of colloidal magnesium in 10 gallons are preferred in order to minimize air pollution, while giving maximum benefit for fuel economy.","Boyer, Winston (Savery, WY)",BOYER; WINSTON,04/17/1975
2497123,US,02/14/1950,Fuel cell,"This invention pertains to the construction of fuel containers, fuel hose and In general to all manner of objects which require a high degree of oil-or hydrocarbon-solvent resistance coupled with a high degree of flexibility at low temperatures.  In the ordinary construction of self-sealing...","Frolich, Per K.",STANDARD OIL DEV CO,04/18/1944
6299654,US,10/09/2001,Amine azides used as monopropellants,"The subjects of this patent are three amine azide monopropellants, dimethylaminoethylazide (DMAZ), pyrollidinylethylazide (PYAZ) and diethylaminoethylazide (DEAZ). Amine azides decompose on an iridium catalyst at 400° F. and have very low freezing points (<-65° F.). Dimethylaminoethylazide (DMAZ) has been tested and is a suitable replacement for hydrazine in monopropellant thruster applications. An amine azide can be used as a non-carcinogenic alternative for any monopropellant system using hydrazine. An amine azide could be used to replace hydrazine in thrust vector control or reactive control applications for space based applications. An amine azide could be used to replace hydrazine in divert attitude control systems in interceptor missile systems. In a gel fuel formulation the tertiary amine azide gel can have 0.5%-10% gellant. The gellant can be silicon dioxide, clay, carbon or any polymeric gellant. The amine azide gel can also include additives that could improve the specific impulse and density impulse. These solid additives include but would not be limited to amine-nitrate salts, quaternary ammonium salts or other high-density additives. The formulation can vary over the following ranges 1%-90% solid additive, 100%-10% tertiary amine azide and 0.5%-10% gellant.","Thompson, Darren M. (Madison, AL)","The United States of America as represented by the Secretary of the Army (Washington, DC)",07/18/2000
7678953,US,03/16/2010,Olefin oligomerization,"A process for producing a hydrocarbon composition that comprises contacting a feed stream, that comprises at least one C3 to C8 olefin, and an olefinic recycle stream, that comprises a first olefinic recycle stream and no more than 10 wt % of C10+ non-normal olefins, with a molecular sieve catalyst in a reaction zone under olefin oligomerization conditions producing an oligomerization effluent stream; separating the oligomerization effluent stream to produce a first olefinic stream, that has a weight ratio of C4−/(C5-C8) molecules from about 0.8 to about 1.2 times the weight ratio of C4−/(C5-C8) molecules found in the oligomerization effluent stream, and a first hydrocarbon product stream, that comprises at least 1 wt % and no more than 30 wt % of C9 non-normal olefin; and splitting the first olefinic stream to produce the first olefinic recycle stream and a first purge stream.","Kuechler, Keith H. (Friendswood, TX, US)                
                            Brown, Stephen Harold (Bernardsville, NJ, US)                
                            Verberckmoes, An Amandine (Serskamp, BE)                
                            Puttemans, Marc P. (Schepdaal, BE)                
                            Silverberg, Steven E. (Seabrook, TX, US)","ExxonMobil Chemical Patents Inc. (Houston, TX, US)",01/27/2006
11840668,US,12/12/2023,Gasification process,"An integrated process for the production of a useful liquid hydrocarbon product comprises: feeding a gasification zone with an oxygen-containing feed and a first carbonaceous feedstock comprising waste materials and/or biomass, gasifying the first carbonaceous feedstock in the gasification zone to produce first synthesis gas, partially oxidising the first synthesis gas in a partial oxidation zone to generate partially oxidised synthesis gas, combining at least a portion of the first synthesis gas and/or the partially oxidised synthesis gas and at least a portion of electrolysis hydrogen obtained from an electrolyser in an amount to achieve the desired hydrogen to carbon monoxide molar ratio of from about 1.5:1 to about 2.5:1, and to generate a blended synthesis gas, wherein the electrolyser operates using green electricity; and subjecting at least a portion of the blended synthesis gas to a conversion process effective to produce the liquid hydrocarbon product.","Greager, Ivan (Houston, TX, US)                
                            Harris, Roger (Houston, TX, US)                
                            Havenga, Rudolph (Berkshire, GB)                
                            King, Neil (Oxford, GB)","Velocys Technologies Ltd (Oxford, GB)",01/03/2023
11572512,US,02/07/2023,Gasification process,"An integrated process for the production of a useful liquid hydrocarbon product comprises: feeding a gasification zone with an oxygen-containing feed and a first carbonaceous feedstock comprising waste materials and/or biomass, gasifying the first carbonaceous feedstock in the gasification zone to produce first synthesis gas, partially oxidising the first synthesis gas in a partial oxidation zone to generate partially oxidised synthesis gas, combining at least a portion of the first synthesis gas and/or the partially oxidised synthesis gas and at least a portion of electrolysis hydrogen obtained from an electrolyser in an amount to achieve the desired hydrogen to carbon monoxide molar ratio of from about 1.5:1 to about 2.5:1, and to generate a blended synthesis gas, wherein the electrolyser operates using green electricity; and subjecting at least a portion of the blended synthesis gas to a conversion process effective to produce the liquid hydrocarbon product.","Greager, Ivan (Houston, TX, US)                
                            Harris, Roger (Houston, TX, US)                
                            Havenga, Rudolph (Berkshire, GB)                
                            King, Neil (Oxford, GB)","Velocys Technologies Ltd (Oxford, GB)",10/12/2021
10830031,US,11/10/2020,Mobile distribution station having satellite dish,"A distribution station includes a mobile trailer, a pump on the mobile trailer, at least one manifold on the mobile trailer and fluidly connected with the pump, and a plurality of reels on the mobile trailer. A plurality of hoses are connected with different ones of the reels. A plurality of valves on the mobile trailer are situated between the manifold and respective different ones of the reels. A plurality of fluid level sensors are associated with different ones of the hoses. A controller is configured to individually open and close the valves responsive to the fluid level sensors, and a satellite dish is mounted on the mobile trailer. The satellite dish is moveable between a stowed position and a deployed position.","Shock, Ricky Dean (Victoria, TX, US)","Fuel Automation Station, LLC (Birmingham, MI, US)",08/21/2019
10633243,US,04/28/2020,Mobile distribution station,"A distribution station includes a mobile trailer, a pump, a manifold, a fluid line connecting the pump to the manifold, and a bypass line leading into the fluid line between the pump and the manifold. The bypass line permits fluid to be provided to the manifold without use of the pump. Reels on the mobile trailer are individually connected with the manifold, and hoses are connected with a different one of the reels. Valves on the mobile trailer are situated between the manifold and different ones of the reels. Fluid level sensors are connectable to the ends of different ones of the hoses. A controller is configured to individually open and close the valves responsive to the fluid level sensors.","Shock, Ricky Dean (Victoria, TX, US)","Fuel Automation Station, LLC (Birmingham, MI, US)",02/23/2018
11834614,US,12/05/2023,Gasification process,"A process for the manufacture of a useful product from synthesis gas having a desired hydrogen to carbon monoxide molar ratio comprises gasifying a first carbonaceous feedstock comprising waste materials and/or biomass in a gasification zone to produce a first synthesis gas; optionally partially oxidising the first synthesis gas in a partial oxidation zone to generate oxidised synthesis gas; reforming a second carbonaceous feedstock to produce a second synthesis gas, the second synthesis gas having a different hydrogen to carbon ratio from that of the first raw synthesis gas; combining at least a portion of the first synthesis gas and at least a portion of the second synthesis gas in an amount to achieve the desired hydrogen to carbon molar ratio and to generate a combined synthesis gas and subjecting at least part of the combined synthesis gas to a conversion process effective to produce the useful product.","Greager, Ivan Philip (Houston, TX, US)                
                            Harris, Roger Allen (Houston, TX, US)                
                            Havenga, Rudolph (Berkshire, GB)                
                            King, Neil Alexander (Oxford, GB)","Velocys Technologies Ltd (Oxford, GB)",10/20/2021
9771603,US,09/26/2017,Fermentation process,"A methods for altering the metabolite profile of a fermentation, by increasing flux through acetolactate. The methods comprises increasing production of one or more products derived from acetolactate. Further provided is a method for increasing the production of 2,3-butandiol by microbial fermentation of gaseous substrates, the method comprising providing a compound which inhibits one or more enzymes which convert acetolactate to branched chain amino acids to the fermentation. The present invention further provides methods for increasing the production of 2,3-butandiol relative to other fermentation products such as ethanol and acetic acid.","Smart, Kathleen Frances (Chicago, IL, US)                
                            Mueller, Alexander Paul (Chicago, IL, US)                
                            Mawdsley, Michael James Harry (Skokie, IL, US)                
                            Mihalcea, Christophe Daniel (Skokie, IL, US)","LanzaTech New Zealand Limited (Skokie, IL, US)",09/22/2014
4528635,US,07/09/1985,Automatic distillation apparatus,"A microprocessor controlled distillation analyzer for petroleum products performs, computes, displays and records distillation data. An interactive/keyboard display and printer system reports and records test conditions and prompts user inputs to define test parameters. Before the initial boiling point, the heater is automatically controlled in two time intervals. Following the initial boiling point, the heater is controlled to keep the monitored distillation rate within a predetermined range. Upon attaining an automatically calculated volume of distillate, the final heat is incremented to a programmed level. In one mode, the end point is automatically detected by monitoring vapor temperature for a decline, followed by the cessation of meniscus movement to terminate the test. After measuring the residue, the analyzer automatically recomputes temperatures at a series of percentage volumes of evaporated sample. An IR beam meniscus detector is driven by a stepping motor screw-drive mechanism actuated via the microcomputer to find the initial meniscus position and track the rising meniscus. The vapor temperature sensor emergent stem error is compensated for by a platinum resistive element with opposite nonlinearity. Thermometer-like temperature lag is created by software.","Juodikis, Peter (Chicago, IL)                
                            Martinich, Steven J. (Wheaton, IL)","GCA Corporation (Bedford, MA)",06/07/1982
5642053,US,06/24/1997,Fluid identification sensor,"A sensor can detect the difference in potential between itself and the fluid into which it is immersed, a signal generated by the probe representing this difference in potential. This signal is used to activate an oscillator circuit. By varying the conditions at which current in the oscillator circuit begins to oscillate, various liquids can be detected and identified.","Heckman, James R. (Palm Harbor, FL)",HECKMAN; JAMES R.,10/19/1995
4697414,US,10/06/1987,Lubrication apparatus,"A lubrication system for expendable turbine engines, or for emergency use with durable engines, comprises a housing receiving a collapsible bladder filled with lubricant, and means for penetrating the bladder and communicating the lubricant to a receiver upon the occurrence of a predetermined event.","Mccarty, Robert S. (Phoenix, AZ)","The Garrett Corporation (Los Angeles, CA)",12/09/1985
