Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
WO/2022/103459A1,WIPO,2022-05-19,"CAMELINA SATIVA VARIETY ""SO-70""","The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as ""SO-70"" derived from a three-way cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.",GUILLEN PORTAL FERNANDO (US),SUSTAINABLE OILS INC (US),2021-08-13
EP4141310A1,EP,2023-03-01,A FLUID PIPE CONNECTION,"A fluid pipe connection, comprising: an inner pipe assembly comprising a first inner pipe section and a second inner pipe section, and an inner joint between the first inner pipe section and second inner pipe section; an outer pipe assembly comprising a first outer pipe section, a second outer pipe section, a shroud covering the inner joint and mechanically connecting the first outer pipe section to the second outer pipe section via a mechanical connection, and a hatch fastened to the shroud by one or more fasteners and covering a hole in the shroud, wherein the hatch is moveable between a closed position and an open position to provide access to the inner joint through the hole.
",PHILLIPS SAMUEL (GB); BECKS RALF (DE),"AIRBUS OPERATIONS LTD (Bristol BS34 7PA, GB); AIRBUS OPERATIONS GMBH (21129 Hamburg, DE)",2022-08-17
WO/2006/118922A3,WIPO,2007-10-25,PHOTOLUMINESCENT (PL) APPLICATIONS ON MOVEABLE EQUIPMENT,"The present invention provides methods and systems for moveable pieces of equipment
comprising a passively charged photoluminescent material to improve visibility
of the equipment in low light conditions. This moveable piece of equipment may
be a piece of ground support equipment such as that used in support of an operation.
Further, these operations may include, for example, nautical operations (e.g.,
Naval operations or ocean-going cargo transportation), construction of a structure
(e.g., building construction), aviation (i.e., flight) operations (e.g.,
in support of an airport), transportation of goods (e.g., via rail or truck),
drilling operations (e.g., drilling for oil, water, gas or explosives), mining
operations, oil processing (refinery) operations etc.",JONES JOSEPH BACHIR (US),DEFENSE HOLDINGS INC (US); JONES JOSEPH BACHIR (US),2006-04-27
WO/2013/040323A2,WIPO,2013-03-21,PROVIDING OXIDATION TO A GAS TURBINE ENGINE,"A gas turbine engine includes a compressor for compressing air from an environment; a combustor for receiving the compressed air from the compressor, mixing the compressed air with fuel, and combusting the fuel; a turbine coupled with the compressor for receiving exhaust gas from the combustion and powering the compressor; and an injector coupled with a source of oxidizer for injecting the oxidizer into the combustor. A method for operating a gas turbine engine includes compressing air from an environment; receiving the compressed air at a combustor; mixing the compressed air with fuel; injecting oxidizer into the combustor in addition to the air from the environment; combusting the fuel with the compressed air and the oxidizer; receiving exhaust gas from the combusted fuel; and powering the compression of the air from the environment using the exhaust gas.",MARTINEZ ANTHONY (US),MARTINEZ ANTHONY (US),2012-09-14
US20230258101,US,08/17/2023,EXHAUST CONTENT,"The present application discloses a method of determining one or more fuel characteristics of an aviation fuel suitable for powering a gas turbine engine of an aircraft. The method comprises: determining, during use of the gas turbine engine, one or more exhaust content parameters by performing a sensor measurement on an exhaust of the gas turbine engine; and determining one or more fuel characteristics of the fuel based on the one or more exhaust parameters including the nvPM content of the exhaust. Also disclosed is a fuel characteristic determination system, a method of operating an aircraft, and an aircraft.","Swann, Peter (Derby, GB)                
                            Beaven, David M. (Nottingham, GB)                
                            Bemment, Craig W. (Derby, GB)                
                            Hobday, Alastair G. (Derby, GB)                
                            Keeler, Benjamin J. (Derby, GB)                
                            Madden, Christopher P. (Derby, GB)                
                            Yates, Martin K. (East Haddon, GB)","ROLLS-ROYCE plc (London, GB)",04/24/2023
US20230193777,US,06/22/2023,EXHAUST CONTENT,"The present application discloses a method of determining one or more fuel characteristics of an aviation fuel suitable for powering a gas turbine engine of an aircraft. The method comprises: determining, during use of the gas turbine engine, one or more exhaust content parameters by performing a sensor measurement on an exhaust of the gas turbine engine; and determining one or more fuel characteristics of the fuel based on the one or more exhaust parameters. Also disclosed is a fuel characteristic determination system, a method of operating an aircraft, and an aircraft.","Swann, Peter (Derby, GB)                
                            Beaven, David M. (Nottingham, GB)                
                            Bemment, Craig W. (Derby, GB)                
                            Hobday, Alastair G. (Derby, GB)                
                            Keeler, Benjamin J. (Derby, GB)                
                            Madden, Christopher P. (Derby, GB)                
                            Yates, Martin K. (East Haddon, GB)","ROLLS-ROYCE plc (London, GB)",06/29/2022
US20230193837,US,06/22/2023,AIRCRAFT OPERATION,"A gas turbine engine includes: a combustor that combust the fuel and having an exit, a combustor exit temperature (T40) is the average temperature of flow and a combustor exit pressure (P40) is the total pressure there; a turbine including a rotor having a leading edge and a trailing edge, and wherein a turbine rotor entry temperature (T41) is an average temperature of flow at the leading edge and a turbine rotor entry pressure (P41) is the total pressure there; and a compressor having an exit, wherein a compressor exit temperature (T30) is the average temperature of flow at the exit from the compressor and a compressor exit pressure (P30) is the total pressure there (all at cruise conditions). A method of determining at least one fuel characteristic includes changing a fuel supplied to the engine; and determining a change in a relationship between T30 or P30, T40 and T41, or of P40 and P41, respectively.","Keeler, Benjamin J. (Derby, GB)                
                            Beaven, David M. (Nottingham, GB)                
                            Bemment, Craig W. (Derby, GB)                
                            Ferra, Paul W. (Derby, GB)                
                            Mcnally, Kevin R. (Derby, GB)                
                            Minelli, Andrea (Derby, GB)                
                            Yates, Martin K. (Northamptonshire, GB)","ROLLS-ROYCE PLC (London, GB)",06/29/2022
US20200275617,US,09/03/2020,METHODS OF AGRICULTURAL PRODUCTION OF BRASSICA CARINATA OILSEED CROP,"The present invention relates to agricultural practices for maximizing carbon sequestration, enhanced productivity, sustainable farming and minimizing greenhouse gas emissions. In one embodiment, there is provided a method comprising: planting a Brassica carinata variety as a second crop in rotation with a first crop or to replace fallow; implementing land management practices to reduce the use of fossil fuel inputs and to maximize the capture of atmospheric carbon by the plant material of Brassica carinata; harvesting of the Brassica carinata variety to obtain the grain; and returning about 70% to about 90% of all plant material from the Brassica carinata variety aside from the grain to the soil. As a result, the overall greenhouse gas emissions associated with agriculture are reduced. In some embodiments, the method further comprises producing grain for use in the production of a plant-based feedstock for producing low carbon intensity fuels; for adding carbon in soil; and/or acquiring a carbon credit.","Fabijanski, Steven (Rockland, CA)                
                            Lindenbaum, Michael (Beaconsfield, CA)                
                            Benali, Mejda (Nepean, CA)","NUSEED GLOBAL INNOVATION LTD. (Manchester, GB)",09/10/2018
US20140338305,US,11/20/2014,PROVIDING OXIDATION TO A GAS TURBINE ENGINE,"A gas turbine engine includes a compressor for compressing air from an environment; a combustor for receiving the compressed air from the compressor, mixing the compressed air with fuel, and combusting the fuel; a turbine coupled with the compressor for receiving exhaust gas from the combustion and powering the compressor; and an injector coupled with a source of oxidizer for injecting the oxidizer into the combustor. A method for operating a gas turbine engine includes compressing air from an environment; receiving the compressed air at a combustor; mixing the compressed air with fuel; injecting oxidizer into the combustor in addition to the air from the environment; combusting the fuel with the compressed air and the oxidizer; receiving exhaust gas from the combusted fuel; and powering the compression of the air from the environment using the exhaust gas.","Martinez, Anthony R. (Westminster, MD, US)",MARTINEZ ANTHONY R.,09/14/2012
US20130102818,US,04/25/2013,PROCESS OF CONVERSION OF BIOMASS TO FUEL,"The present invention is directed to processes for the direct conversion of lipidic biomass fuelstock to combustible fuels. In particular, the invention provides a process for the direct conversion of animal fats to transportations fuels suitable as replacement for petroleum-derived transportation fuels. In one embodiment, the method comprises the steps of hydrolyzing a lipidic biomass to form free fatty acids, catalytically deoxygenating the free fatty acids to form n-alkanes, and reforming at least a portion of the n-alkanes into a mixture of compounds in the correct chain length, conformations, and ratio to be useful transportation fuels. Particularly, the product prepared according to the invention comprises mixtures of hydrocarbon compounds selected from the group consisting of n-alkanes, isoalkanes, aromatics, cycloalkanes, and combinations thereof.","Roberts IV, William L. (Raleigh, NC, US)                
                            Lamb, Henry H. (Apex, NC, US)                
                            Stikeleather, Larry F. (Raleigh, NC, US)                
                            Turner, Timothy L. (Chapel Hill, NC, US)","North Carolina State University (Raleigh, NC, US)",12/10/2012
US20170046962,US,02/16/2017,COMMON OPERATING ENVIRONMENT FOR AIRCRAFT OPERATIONS,"A common operating environment (COE) display system for vehicle operations, such as for air transport provides coordination of logistics information with dispatch or a controller. An operational plan, such as a flight plan or other operational plan describing vehicle deployment is stored, and a map visualization system displays a map region. An in-vehicle display depicts the operational plan, providing displays of current and projected operational conditions of the vehicle within different time phases of the operational plan. Transfer of updates of the operational plan is performed without replacing substantial portions of the stored data for the operational plan, allowing synchronization of the operational plan with a remotely located facility. The system permits a controller or dispatcher to screen share the in-vehicle display based on information previously stored, as updated by the updates, and permits review of the modified operational plan.","Shipley, Scott T. (Satellite Beach, FL, US)                
                            Spence, Mark D. (Montreat, NC, US)","WxOps, Inc. (Asheville, NC, US)",10/27/2016
US20120157299,US,06/21/2012,METHOD OF MAKING A CATALYST,"Presented are one or more aspects and/or one or more embodiments of catalysts, methods of preparation of catalyst, methods of deoxygenation, and methods of fuel production.","Nguyen, Thien Duyen Thi (Castro Valley, CA, US)                
                            Parimi, Krishniah (Alamo, CA, US)","NGUYEN THIEN DUYEN THI                
                            PARIMI KRISHNIAH",03/01/2012
US20110139928,US,06/16/2011,AUTOGYRO AIR VEHICLE,"An unmanned, towable aerovehicle is described and includes a container or frame to hold or support cargo, at least one and, in some examples, a plurality of autogyro assemblies connected to the container and to provide flight characteristics, and a controller to control operation the autogyro assembly for unmanned flight. The container or frame includes a connection to connect to a powered aircraft to provide forward motive force to power the autogyro assembly. In an example, the autogyro assembly includes a mast extending from the container, a rotatable hub on an end of the mast, and a plurality of blades connected to the hub for rotation to provide lift to the vehicle. In an example, an electrical motor rotates the blades prior to lift off to assist in take off. In an example, the electrical motor does not have enough power to sustain flight of the vehicle. The aerovehicle can further include plurality of autogyro assemblies to assist in flight. The aerovehicle can include surfaces that provide lift or control to assist in the flight profile of the aerovehicle.","Morris, John William (Apple Valley, MN, US)                
                            Jarnot, Charles A. (Milford, KS, US)",Assignee not found,12/13/2010
US20220151176,US,05/19/2022,"CAMELINA SATIVA VARIETY ""SO-70""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-70” derived from a three-way cross between Camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20220151178,US,05/19/2022,"CAMELINA SATIVA VARIETY ""SO-90""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-90” derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20220151177,US,05/19/2022,"CAMELINA SATIVA VARIETY ""SO-80""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-80” derived from a three-way cross between Camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20220167579,US,06/02/2022,"CAMELINA SATIVA VARIETY ""SO-110""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-110” derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20220167580,US,06/02/2022,"CAMELINA SATIVA VARIETY ""SO-120""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-120” derived from a cross between Camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20220167578,US,06/02/2022,"CAMELINA SATIVA VARIETY ""SO-100""",The subject invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as “SO-100” derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen Portal, Fernando (College Station, TX, US)","Sustainable Oils, Inc. (Torrance, CA, US)",02/05/2021
US20120124692,US,05/17/2012,CAMELINA SATIVA VARIETY 'SO-40',The invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as ‘SO-40’ derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen-portal, Fernando (Bozeman, MT, US)",GUILLEN-PORTAL FERNANDO,11/12/2010
US20120124693,US,05/17/2012,CAMELINA SATIVA VARIETY 'SO-50',The invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as ‘SO-50’ derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen-portal, Fernando (Bozeman, MT, US)",GUILLEN-PORTAL FERNANDO,11/12/2010
US20120124694,US,05/17/2012,CAMELINA SATIVA VARIETY 'SO-60',The invention relates to a Camelina sativa (L.) Crantz spring-type seed designated as ‘SO-60’ derived from a cross between camelina accessions with high yield and oil quality attributes following conventional breeding methodologies.,"Guillen-portal, Fernando (Bozeman, MT, US)",GUILLEN-PORTAL FERNANDO,11/12/2010
US20100329836,US,12/30/2010,METHOD OF OPERATING A HEATED GUIDE VANE ASSEMBLY,"A method of operating a heated guide vane assembly for turbomachinery, the heated guide vane assembly including a plurality of guide vanes each having two major surfaces joined about their periphery by edges and an associated electric heater element secured to at least one major surface of the guide vanes. The method includes the steps of energizing heater elements on at least one of the guide vanes, de-energizing heater elements on at least one of the guide vanes, and energizing heater elements on at least one of the guide vanes which was not energized in the first energizing step.","Edmondson, Wayne Garcia (West Chester, OH, US)",Assignee not found,06/30/2009
US20220097864,US,03/31/2022,AIRCRAFT PERFORMANCE OPTIMIZATION BASED ON ENGINE PERFORMANCE MONITORING,"A system and method for optimizing performance of an aircraft or boat through detection and trending of engine deterioration based on the performance of the vehicle's gas turbine. The system and method detects declines in engine power due to either of in-transit events or over the extended lifetime of the engine, the declines being due to routine engine part aging or an event. As engine power gradually or suddenly deteriorates, the system and method lowers a maximum operating line which defines the safe limits for peak engine power consumption during flight. For in-transit events, the system and method detects when actual power consumption is approaching the current maximum operating line. The controller may then automate changes to operations of entirely separate aircraft systems, such as rebalancing electrical energy consumption by various non-engine elements of the aircraft.","Baladi, Mehdi M. (Cincinnati, OH, US)                
                            Esposito, Aniello (Turin, IT)                
                            Adibhatla, Sridhar (Glendale, OH, US)                
                            Collins, Kathleen K. (Lynn, MA, US)","GE Avio S.r.l. (Rivalta di Torino, IT)",09/10/2021
US20120076963,US,03/29/2012,PHOTOLUMINESCENT (PL) APPLICATIONS ON MOVEABLE EQUIPMENT,An equipment article and method of illuminating equipment articles in low light conditions. The equipment article includes a rotatable element and a photoluminescent application to a surface of the rotatable element. The photoluminescent application includes a plurality of strontium aluminate phosphor crystals. The photoluminescent application exhibits a luminance of greater than or equal to 0.05 millicandela per square meter (mcd/m2) for a period of at least 4000 minutes. The method of illuminating equipment articles in low light conditions illuminates the articles by the exhibited luminance.,"Jones, Joseph Bachir (Newport, NC, US)","Defense Holdings, Inc. (Manassas Park, VA, US)",12/06/2011
11873458,US,01/16/2024,Process,"A process for the manufacture of a useful product from carbonaceous feedstock of fluctuating compositional characteristics, comprising the steps of: continuously providing the carbonaceous feedstock of fluctuating compositional characteristics to a gasification zone; gasifying the carbonaceous feedstock in the gasification zone to obtain raw synthesis gas; recovering at least part of the raw synthesis gas from the gasification zone and supplying at least part of the recovered raw synthesis gas to a partial oxidation zone; equilibrating the H2:CO ratio of the raw synthesis gas in the partial oxidation zone to obtain equilibrated synthesis gas; recovering at least part of the equilibrated synthesis gas from the partial oxidation zone and treating the gas to remove impurities and generate a fine synthesis gas; and converting the optionally adjusted fine synthesis gas into the useful product in a further chemical reaction requiring a usage ratio.","Greager, Ivan Philip (Houston, TX, US)                
                            Harris, Roger Allen (Houston, TX, US)                
                            King, Neil Alexander (Oxford, GB)                
                            Deshmukh, Soumitra R. (Houston, TX, US)                
                            Qiu, Zheyan (Sugar Land, TX, US)                
                            Gupta, Ashish (Houston, TX, US)","Velocys Technologies Limited (Oxford, GB)",01/05/2023
10539073,US,01/21/2020,Centrifugal gas compressor,"This invention performs the gas pressurization task of a centrifugal compressor gas turbine engine in a new way. In this invention gas compression takes place by using pinwheel-like thrusters to induce a very high velocity full forced vortex in the gas being compressed. Much higher “tip” velocities can be achieved because no strength-limited solid centrifugal impeller is required to spin up the gas. Due to the consequent very high vortex velocity a single stage pressure ratio of twenty five to one, or more, may be possible. Because there is no high pressure turbine, the gas pressure delivered to some downstream useful work device is much higher than is the case with conventional gas turbine engines. The invention's compressor requires no major moving parts except for the gas flow. The consequence is that the invention is predicted to have substantially better performance and general characteristics than conventional gas turbine engines.","Richards Jr., Chester L. (Thousand Oaks, CA, US)","Richards, Jr. Chester L",03/20/2017
US20240018070,US,01/18/2024,"A METHOD FOR PRODUCING A CRACKING PRODUCT FRACTION COMPRISING PROPYLENE, C4 OLEFINS, OR BOTH","The present disclosure provides a method for producing a cracking product fraction including propylene, C4 olefins, or both. In the method, a catalytic cracking feedstock containing a hydrocarbon feed including at least 5 wt-% isoparaffins is subjected to catalytic cracking in a catalytic cracking reactor.","Ojala, Antti (Porvoo, FI)                
                            Jamieson, John (Porvoo, FI)                
                            Hachemi, Imane (Porvoo, FI)                
                            Tiitta, Marja (Porvoo, FI)                
                            Korhonen, Eero (Porvoo, FI)                
                            Kärkkäinen, Marja-liisa (Porvoo, FI)                
                            Mäkelä, Eveliina (Porvoo, FI)","Neste Oyj (Espoo, FI)",10/29/2021
