Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
WO/1999/038798A1,WIPO,1999-08-05,LOW TEMPERATURE SENSITIVITY OXYGEN GENERATING COMPOSITIONS,"The oxygen generation compositions include about 0.5-15 % by weight of a substantially carbon-free metal fuel, and about 0.1-20 % by weight of alkali metal silicate, stannate, titanate or zirconate as a reaction rate and core rheology modifier and chlorine suppresser. The oxygen generating compositions also contain about 0.1-15 % by weight of a transition metal oxide catalyst; and the remainder is substantially an alkali metal chlorate or perchlorate.",ZHANG YUNCHANG; CANNON JAMES C,BE INTELLECTUAL PTY INC (US),1998-12-18
JP2006010193A,JP,2006-01-12,GAS TURBINE COMBUSTOR,"PROBLEM TO BE SOLVED: To provide a gas turbine combustor for reducing discharge of a toxic component over a wide range, superior in combustion stability, superior in uniformity of the gas temperature distribution of a combustor outlet, having the short length, and having a large spatial combustion load.SOLUTION: An air-fuel mixture injector 57 injects a fuel-air mixture into a burnt gas flow generated in an upstream combustion area and flowing toward the downstream side, and is composed of a fuel injector 62, an air swirling means and an air-fuel mixture injection pipe 61, and is installed from the outside on a wall surface of a combustor casing 52. An injection opening of the air-fuel mixture injection pipe 61 is positioned in the vicinity of a wall surface opening of a combustor liner 51. Since the fuel-air mixture is injected so as to cross with burnt gas and is applied with swirling, mixing with the burnt gas is promoted, and generation of NOx by combustion is effectively restrained, and combustion is completed in a short time. Uniformity of the temperature distribution of the combustor outlet is improved, and the service life of a turbine part is lengthened.COPYRIGHT: (C)2006,JPO&NCIPI",HAYASHI SHIGERU,JAPAN AEROSPACE EXPLORATION,2004-06-25
WO/1991/015400A1,WIPO,1991-10-17,TURBOCRAFT,"An aircraft having a substantially circular body having a profile in the direction of flight as a profile of an airplane wing, at least two concentric counter-rotating turbo-blade assemblies (15) within said body for effecting a vertical lifting air stream through said assemblies (15). Power generating devices (6, 13, 21, 23) and devices (122, 123, 124, 126) for coupling the power generating devices to the turbo-blade assemblies (15) for maintaining them in rotary motion. It also includes thrusting devices (6, 18, 157) coupled to the power generating devices for applying horizontal thrust to the aircraft, retro-boosting devices (21, 169) including a plurality of combustion chambers (104) located below the turbo-blade assemblies for boosting said vertical lifting airstream. Also included is a compressed air plenum (106) disposed below said turbo-blade assemblies (15) in fluid communication with the combustion chambers (104) and to the intake portion of the power generating means for supplying oxygen for sustaining combustion in said combustion chambers (104) and for sustaining power in said power generating means (6, 13, 21, 23), including upper vanes (7, 101) disposed above said turbo-blade assemblies (15) for ingesting air, and lower vanes (24) disposed below said compressed air plenum (106) for exhausting air, and respective upper and lower vane control means (110).",VALVERDE RENE L (US),VALVERDE RENE L (US),1991-04-03
US20230193836,US,06/22/2023,PERFORMANCE PARAMETERS,"The present application discloses a method of determining one or more fuel characteristics of an aviation fuel used for powering a gas turbine engine of an aircraft. The method comprises: determining one or more performance parameters of the gas turbine engine during a first time period of operation of the gas turbine engine; and determining one or more fuel characteristics of the fuel based on the one or more performance parameters. A method of operating an aircraft, a fuel characteristic determination system, and an aircraft are also disclosed.","Swann, Peter (Derby, GB)                
                            Beaven, David M. (Nottingham, GB)                
                            Bemment, Craig W. (Derby, GB)                
                            Hobday, Alastair G. (Derby, GB)                
                            Keeler, Benjamin J. (Derby, GB)                
                            Madden, Christopher P. (Derby, GB)                
                            Yates, Martin K. (East Haddon, GB)","ROLLS-ROYCE plc (London, GB)",06/29/2022
US20230313743,US,10/05/2023,TRANSMITTANCE PARAMETERS,"The present application provides a method of determining one or more fuel characteristics of an aviation fuel suitable for powering a gas turbine engine of an aircraft. The method includes: passing UV-visual spectrum light through the fuel; measuring a transmittance parameter indicating the transmittance of light through the fuel; determining one or more fuel characteristics of the fuel based on the transmittance parameter; and communicating the one or more fuel characteristic to a control module of the gas turbine engine or the aircraft. Also disclosed is a fuel characteristic determination system, a method of operating an aircraft, and an aircraft.","Swann, Peter (Derby, GB)                
                            Beaven, David M. (Nottingham, GB)                
                            Bemment, Craig W. (Derby, GB)                
                            Hobday, Alastair G. (Derby, GB)                
                            Keeler, Benjamin J. (Derby, GB)                
                            Madden, Christopher P. (Derby, GB)                
                            Yates, Martin K. (East Haddon, GB)","ROLLS-ROYCE plc (London, GB)",06/05/2023
US20210363448,US,11/25/2021,HIGH NAPTHENIC CONTENT KEROSENE COMPOSITIONS,"Kerosene boiling range or jet fuel boiling range compositions are provided that are formed from crude oils with unexpected combinations of high naphthenes to aromatics weight and/or volume ratio and a low sulfur content. The resulting kerosene boiling range fractions can have an unexpected combination of a high naphthenes to aromatics weight ratio, a low but substantial aromatics content, and a low sulfur content. Such fractions can potentially be used as fuel after a reduced or minimized amount of additional refinery processing. By reducing, minimizing, or avoiding the amount of refinery processing needed to meet fuel and/or fuel blending product specifications, the fractions derived from the high naphthenes to aromatics ratio and low sulfur crudes can provide fuels and/or fuel blending products having a reduced or minimized carbon intensity.","Kadlecek, Daniel E. (Philadelphia, PA, US)                
                            Smiley, Randolph J. (Hellertown, PA, US)                
                            Lilik, Gregory K. (Media, PA, US)                
                            Noorman, Mike T. (Doylestown, PA, US)                
                            Luo, Shifang (Annandale, NJ, US)                
                            Laurenzi, Ian J. (Hampton, NJ, US)                
                            Jasmina, Poturovic (Spring, TX, US)","ExxonMobil Research and Engineering Company (Annandale, NJ, US)",05/20/2021
US20230324319,US,10/12/2023,CALORIFIC VALUE,A method of checking refuelling of an aircraft comprising a gas turbine engine and a fuel tank arranged to provide fuel to the gas turbine engine comprises: receiving an input of calorific value data for fuel provided to the aircraft on refuelling; independently determining at least one of: (i) the calorific value of fuel supplied to the gas turbine engine in use; and (ii) the calorific value of the fuel provided to the aircraft on refuelling; and providing an alert if the determined calorific value is inconsistent with the calorific value data input received,"Bemment, Craig W. (Derby, GB)                
                            Ferra, Paul W. (Derby, GB)                
                            Hobday, Alastair G. (Derby, GB)                
                            Keeler, Benjamin J. (Derby, GB)                
                            Mcnally, Kevin R. (Derby, GB)                
                            Minelli, Andrea (Derby, GB)                
                            Yates, Martin K. (East Haddon, GB)","ROLLS-ROYCE PLC (London, GB)",06/29/2022
US20050034458,US,02/17/2005,GAS TURBINE ENGINE COMBUSTOR CAN WITH TRAPPED VORTEX CAVITY,"A gas turbine engine combustor can downstream of a pre-mixer has a pre-mixer flowpath therein and circumferentially spaced apart swirling vanes disposed across the pre-mixer flowpath. A primary fuel injector is positioned for injecting fuel into the pre-mixer flowpath. A combustion chamber surrounded by an annular combustor liner disposed in supply flow communication with the pre-mixer. An annular trapped dual vortex cavity located at an upstream end of the combustor liner is defined between an annular aft wall, an annular forward wall, and a circular radially outer wall formed therebetween. A cavity opening at a radially inner end of the cavity is spaced apart from the radially outer wall. Air injection first holes are disposed through the forward wall and air injection second holes are disposed through the aft wall. Fuel injection holes are disposed through at least one of the forward and aft walls.","Burrus, David Louis (Cincinnati, OH, US)                
                            Joshi, Narendra Digamber (Cincinnati, OH, US)                
                            Haynes, Joel Meier (Niskayuna, NY, US)                
                            Feitelberg, Alan S. (Niskayuna, NY, US)","BURRUS DAVID LOUIS                
                            JOSHI NARENDRA DIGAMBER                
                            HAYNES JOEL MEIER                
                            FEITELBERG ALAN S.",01/22/2004
US20040103663,US,06/03/2004,GAS TURBINE ENGINE COMBUSTOR CAN WITH TRAPPED VORTEX CAVITY,"A gas turbine engine combustor can downstream of a pre-mixer has a pre-mixer flowpath therein and circumferentially spaced apart swirling vanes disposed across the pre-mixer flowpath. A primary fuel injector is positioned for injecting fuel into the pre-mixer flowpath. A combustion chamber surrounded by an annular combustor liner disposed in supply flow communication with the pre-mixer. An annular trapped dual vortex cavity located at an upstream end of the combustor liner is defined between an annular aft wall, an annular forward wall, and a circular radially outer wall formed therebetween. A cavity opening at a radially inner end of the cavity is spaced apart from the radially outer wall. Air injection first holes are disposed through the forward wall and air injection second holes are disposed through the aft wall. Fuel injection holes are disposed through at least one of the forward and aft walls.","Haynes, Joel Meier (Niskayuna, NY, US)                
                            Feitelberg, Alan S. (Niskayuna, NY, US)                
                            Burrus, David Louis (Cincinnati, OH, US)                
                            Joshi, Narendra Digamber (Cincinnati, OH, US)","HAYNES JOEL MEIER                
                            FEITELBERG ALAN S.                
                            BURRUS DAVID LOUIS                
                            JOSHI NARENDRA DIGAMBER",06/11/2002
US20070044476,US,03/01/2007,TRAPPED VORTEX CAVITY AFTERBURNER,A trapped vortex cavity afterburner includes one or more trapped vortex cavity stages for injecting a fuel/air mixture into a combustion zone. The trapped vortex cavity afterburner is operable to provide all thrust augmenting fuel used for engine thrust augmentation. Each stage has at least one annular trapped vortex cavity. The trapped vortex cavity afterburner may be a multi-stage afterburner having two or more trapped vortex cavity stages ganged for simultaneous ignition or operable for sequential ignition. One embodiment of the annular trapped vortex cavity is operable to raise a temperature of an exhaust gas flow through the afterburner about 100 to 200 degrees Fahrenheit. Each of the trapped vortex cavity stages may be operable to produce a single or a different amount of temperature rise of the exhaust gas flow through the afterburner. A chevron shaped trapped vortex cavity and having zig-zag shaped leading and trailing edges may be used.,"Koshoffer, John Michael (Cincinnati, OH, US)",Assignee not found,08/23/2005
US20090283058,US,11/19/2009,HySPIKE MULTIFUEL ENGINE,Reformulated fuel system for engines.,"Modroukas, Dean (Scarsdale, NY, US)                
                            Tyll, Jason S. (Blue Point, NY, US)                
                            Leylegian, John C. (White Plains, NY, US)                
                            Girlea, Florin (Flushing, NY, US)                
                            Perlman, Richard (Pembroke Pines, FL, US)",Assignee not found,05/13/2009
US20230002276,US,01/05/2023,CARBON NEGATIVE CONCRETE PRODUCTION THROUGH THE USE OF SUSTAINABLE MATERIALS,"The present invention relates to additives and, more specifically, the use of biochar, in concrete and other cementitious materials to provide for building materials that have a lower carbon footprint than their traditional counterparts. Traditional methods for production of cement produce large amount of carbon dioxide (CO2). When coupled with the massive demand for cement building materials around the world, this means that the cement production has a significant impact on the amount of CO2 produced globally. By including biochar and other additives along with, or instead of some traditional components of cement, one may be able to provide for cementitious building materials that sequester carbon, rather than release it.","Mitchell, Ian (Bartlesville, OK, US)                
                            Dillard III, Robert W. (Austin, TX, US)","HeroSand, LLC (Leander, TX, US)",07/01/2022
US20030029160,US,02/13/2003,COMBINED CYCLE PULSE DETONATION TURBINE ENGINE,"A turbofan engine includes a pulse detonation system to create a temperature rise and a pressure rise within the engine to generate thrust from the engine. The system includes a pulse detonation augmentor including a shock tube sub-system. The shock tube sub-system includes a plurality of shock tubes which mix air and fuel introduced to the pulse detonation augmentor and detonate the mixture. The detonation creates hot combustion gases which are directed from the engine to produce thrust for the engine. Alternatively, the system includes a pulse detonation augmentation system that replaces a core engine of a turbo-fan engine.","Johnson, James E. (Hamilton, OH, US)                
                            Dunbar, Lawrence W. (Cincinnati, OH, US)                
                            Butler, Lawrence (Cincinnati, OH, US)","JOHNSON JAMES E.                
                            DUNBAR LAWRENCE W.                
                            BUTLER LAWRENCE",02/12/2002
US20120104153,US,05/03/2012,GYROPLANE PREROTATION BY COMPRESSED AIR,"A rotorcraft is disclosed. The rotorcraft may include a rotor having at least one tip nozzle, a compressor having an outlet for compressed air, and a network of conduits connecting the outlet of the compressor with the tip nozzle. In operation, the compressor may deliver a flow of compressed air to the tip nozzle. As the flow of compressed air exits the at least one tip nozzle, it may cause rotation of the rotor. This rotation may prerotate the rotor and shorten the take off distance required by the rotorcraft. Take off of the rotorcraft may be accomplished without ever adding fuel to the flow of compressed air to the tip nozzle.","Van Der, Westhuizen Jacob Johannes (South Jordan, UT, US)","GROEN BROTHERS AVIATION, INC (Salt Lake City, UT, US)",10/27/2011
US20130008998,US,01/10/2013,TOWABLE AIR VEHICLE,"An unmanned, towable aerovehicle is described and includes a container to hold cargo, an autogyro assembly connected to the container and to provide flight characteristics, and a controller to control operation the autogyro assembly for unmanned flight. The container includes a connection to connect to a powered aircraft to provide forward motive force to power the autogyro assembly. In an example, the autogyro assembly includes a mast extending from the container, a rotatable hub on an end of the mast, and a plurality of blades connected to the hub for rotation to provide lift to the vehicle. In an example, an electrical motor rotates the blades prior to lift off to assist in take off. The electrical motor does not have enough power to sustain flight of the vehicle.","Morris, John William (Apple Valley, MN, US)                
                            Jarnot, Charles (Milford, KS, US)","MORRIS JOHN WILLIAM                
                            JARNOT CHARLES",05/21/2010
US20120091259,US,04/19/2012,TOWABLE AIR VEHICLE,"An unmanned, towable air vehicle is described and includes electronic sensors to increase the detection range relative to the horizon detection limitations of a surface craft, an autogyro assembly to provide lift, and a controller to control operation the autogyro assembly for unmanned flight. A forward motive force powers the autogyro assembly to provide lift. In an example, the autogyro assembly includes a mast extending from the container, a rotatable hub on an end of the mast, and a plurality of blades connected to the hub for rotation to provide lift to the vehicle. In an example, an electrical motor rotates the blades prior to lift off to assist in take off. The electrical motor does not have enough power to sustain flight of the vehicle in an example.","Morris, John William (Apple Valley, MN, US)                
                            Jarnot, Charles A. (Milford, KS, US)","MORRIS JOHN WILLIAM                
                            JARNOT CHARLES A.",08/22/2011
US20140246538,US,09/04/2014,TOWABLE AIR VEHICLE,"An unmanned, towable air vehicle is described and includes electronic sensors to increase the detection range relative to the horizon detection limitations of a surface craft, an autogyro assembly to provide lift, and a controller to control operation the autogyro assembly for unmanned flight. A forward motive force powers the autogyro assembly to provide lift. In an example, the autogyro assembly includes a mast extending from the container, a rotatable hub on an end of the mast, and a plurality of blades connected to the hub for rotation to provide lift to the vehicle. In an example, an electrical motor rotates the blades prior to lift off to assist in take off. The electrical motor does not have enough power to sustain flight of the vehicle in an example.","Morris, John William (Apple Valley, MN, US)                
                            Jarnot, Charles A. (Milford, KS, US)","HELIPLANE, LLC (Edina, MN, US)",01/02/2014
US20090139199,US,06/04/2009,PULSE DETONATION COMBUSTOR VALVE FOR HIGH TEMPERATURE AND HIGH PRESSURE OPERATION,A pulse detonation combustor valve assembly contains at least one pulse detonation combustor having an inlet portion through which air and/or fuel enters the chamber of the combustor. An annular rotating valve portion is positioned adjacent to an outer surface of the pulse detonation combustor and concentrically with the pulse detonation combustor so that the annular rotating valve portion can be rotated with respect to the combustor. The annular rotating valve portion contains at least one inlet portion through which air and/or fuel passes to enter the inlet portion of the pulse detonation combustor.,"Kenyon, Ross Hartley (Waterford, NY, US)                
                            Joshi, Narendra Digamber (Schenectady, NY, US)                
                            Tangirala, Venkat Eswarlu (Niskayuna, NY, US)                
                            Dean, Anthony John (Scotia, NY, US)                
                            Rasheed, Adam (Glenville, NY, US)                
                            Glaser, Aaron Jerome (Niskayuna, NY, US)                
                            Wiedenhoefer, James Fredric (Clifton Park, NY, US)                
                            Chapin, David (Kansas City, MO, US)                
                            Hinckley, Kevin (Saratoga Springs, NY, US)                
                            Pinard, Pierre Francois (Delmar, NY, US)","General Electric Company (Schenectady, NY, US)",11/14/2008
US20140197271,US,07/17/2014,HELICOPTER,"A composite structure forming a load bearing composite shell for a helicopter, with a shell which defines the exterior of a fuselage and includes a central fuselage section and tail boom, a fuselage which is adapted house an engine or drive train, a layered composite crashworthy seat and support structure and a fastening and a method of fastening by providing an adhesive between two layers which is allowed to flow through opposing holes in the layers to provide a chemical and mechanical attachment between the layers.","Maloney, Peter (Auckland, NZ)                
                            Heatley, Nina (Auckland, NZ)","COMPOSITE HELICOPTER HOLDINGS LIMITED (North Shore City, NZ)",06/07/2012
US20120056034,US,03/08/2012,VARIABLE CYCLE VTOL POWERPLANT,"A VTOL aircraft powerplant choosing between a low-power, turbofan mode during cruise flight and a high-power, lift fan mode during vertical flight. Turbofan mode is a gas turbine engine's shaft power driving a remote front fan. Its fan flow goes to thrust for cruising flight. During VTOL, front fan output enters a boost compressor. It produces the compressed air for a combustion chamber which feeds a large lift-fan turbine. That is the implementation of lift-fan mode. The boost compressor has more stages than the front fan and is a big added load. The gas turbine engine is supercharged to turn that added load: Part of the boost compressor output is taken during VTOL. This is a new version of the supercharging. During cruise flight, a low pressure turbine stage is bypassed to match the lesser load. That completes the apparatus for a variable-cycle VTOL engine.","Kosheleff, Patrick A. (Yankee Hill, CA, US)",KOSHELEFF PATRICK A.,09/02/2010
3841091,US,10/15/1974,MULTI-MISSION TANDEM PROPULSION SYSTEM,"A multi-mission tandem propulsion system is provided for an aircraft which must operate efficiently at both supersonic and subsonic speeds while generating low noise levels during takeoff, accelerated climb to altitude, approach to landing, and landing. The propulsion system includes a forward turbofan engine coaxially spaced apart from an aft turbojet engine wherein both engines may be selectively controlled to provide overall maximum efficiency during all modes of operation.","Sargisson, Donald Farley (Cincinnati, OH)                
                            Rundell, Dan Joseph (Milford, OH)","GENERAL ELECTRIC,US",05/21/1973
US20230250348,US,08/10/2023,HYDROCARBON COMPOSITION,"A jet boiling range composition is provided with an unexpected distribution of carbon chain lengths for the hydrocarbons and paraffins in the composition. The hydrocarbon composition corresponds to a jet boiling range composition that includes 40 wt % or more of hydrocarbons and/or paraffins that have carbon chain lengths of 17 carbons or 18 carbons. Additionally or alternately, the hydrocarbon composition can contain 45 wt % or less of C14-C17 hydrocarbons and/or paraffins. This unexpected distribution of carbon chain lengths in a jet boiling range composition can be achieved for a composition that has a freeze point of −40° C. or lower and a flash point of 38° C. or higher. Optionally, the jet boiling range composition can also have a T10 distillation point of 205° C. or less (such as down to 150° C.) and a final boiling point of 300° C. or less","Xu, Xiaochun (Annandale, NJ, US)                
                            Evans, Madelyn M. (Jersey City, NJ, US)                
                            Kadlecek, Daniel E. (Philadelphia, PA, US)                
                            Wells, Paul P. (Annandale, NJ, US)","Exxonmobil Technology And Engineering Company (Annandale, NJ, US)",02/07/2023
US20170297700,US,10/19/2017,VERTICAL TAKE OFF AIRCRAFT,"An aircraft includes a fuselage, a wing, a ducted fan and a controller. The wing and the ducted fan are coupled to the fuselage. The controller is operable to control the aircraft in a vertical flight mode, a horizontal flight mode, and transition the aircraft from the vertical flight mode to the horizontal flight mode.","Morris, Stephen (Sunnyvale, CA, US)","MARTIN UAV, LLC (Santa Clara, CA, US)",01/10/2017
US20170057633,US,03/02/2017,VERTICAL TAKE OFF AIRCRAFT,"An aircraft includes a fuselage, a wing, a ducted fan and a controller. The wing and the ducted fan are coupled to the fuselage. The controller is operable to control the aircraft in a vertical flight mode, a horizontal flight more, and transition the aircraft from the vertical flight mode to the horizontal flight mode.","Morris, Stephen (Sunnyvale, CA, US)","MARTIN UAV, LLC (Santa Clara, CA, US)",05/11/2016
US20170057632,US,03/02/2017,VERTICAL TAKE OFF AIRCRAFT,"An aircraft includes a fuselage, a wing, a ducted fan and a controller. The wing and the ducted fan are coupled to the fuselage. The controller is operable to control the aircraft in a vertical flight mode, a horizontal flight more, and transition the aircraft from the vertical flight mode to the horizontal flight mode.","Morris, Stephen (Sunnyvale, CA, US)","MARTIN UAV, LLC (SANTA CLARA, CA, US)",05/11/2016
US20180237135,US,08/23/2018,VERTICAL TAKE OFF AIRCRAFT,"An aircraft includes a fuselage, a wing, a ducted fan and a controller. The wing and the ducted fan are coupled to the fuselage. The controller is operable to control the aircraft in a vertical flight mode, a horizontal flight mode, and transition the aircraft from the vertical flight mode to the horizontal flight mode.","Morris, Stephen (Sunnyvale, CA, US)","MARTIN UAV, LLC (Santa Clara, CA, US)",02/14/2018
