Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
EP3120900B1,EP,2022-08-17,"IGNITION-QUENCHING SYSTEMS, APPARATUSES, AND METHODS","Ignition-quenching systems (100) include an ignition-risk structure (140) that extends from a support structure (150) into a combustible environment (160) and include a porous ignition-quenching cover (110) that substantially covers the ignition-risk structure. The ignition-quenching cover is configured to quench an ignition event triggered by an ignition source associated with the ignition-risk structure. Ignition-quenching covers generally include a porous body (120). The porous body may include one or more porous elements (130). Methods (400) according to the present disclosure include installing (410) a porous ignition-quenching cover over an ignition-risk structure to prevent bulk combustion, e.g., of a fuel vapor in a fuel tank, due to an ignition event associated with the ignition-risk structure.",DAMAZO JASON S (US); KWON EDDIE (US); DAY ARTHUR C (US); LOWELL JOHN R (US),"BOEING CO (Chicago, IL 60606-1596, US)",2016-06-06
EP3120900A1,EP,2017-01-25,"IGNITION-QUENCHING SYSTEMS, APPARATUSES, AND METHODS","Ignition-quenching systems (100) include an ignition-risk structure (140) that extends from a support structure (150) into a combustible environment (160) and include a porous ignition-quenching cover (110) that substantially covers the ignition-risk structure. The ignition-quenching cover is configured to quench an ignition event triggered by an ignition source associated with the ignition-risk structure. Ignition-quenching covers generally include a porous body (120). The porous body may include one or more porous elements (130). Methods (400) according to the present disclosure include installing (410) a porous ignition-quenching cover over an ignition-risk structure to prevent bulk combustion, e.g., of a fuel vapor in a fuel tank, due to an ignition event associated with the ignition-risk structure.
",DAMAZO JASON S (US); KWON EDDIE (US); DAY ARTHUR C (US); LOWELL JOHN R (US),"BOEING CO (Chicago, IL 60606-1596, US)",2016-06-06
WO/2022/038382A1,WIPO,2022-02-24,AN IMPROVED ROTORCRAFT,"A light helicopter typically for 5 occupants is disclosed which achieves a hitherto unprecedented combination of range, speed and payload by adopting a novel approach to construction and positioning of components which affect overall aerodynamics in forward flight at speeds in excess of 70 metres per second and mass distribution and management of centre of gravity as fuel is consumed, load bearing strength and drag.",HILL JASON (GB),HILL GROUP TECH LIMITED (GB),2021-08-23
EP2263043A1,EP,2010-12-22,QUARLS IN A BURNER,"The invention relates to a quarl of a burner (1) for a gas turbine engine, in which fuel and air is mixed and provided to the burner (1) and wherein a quarl (4a, 4b, 4c) is arranged to house a main flame (7). It is one object to improve stability of the combustion process. According to the invention stability is achieved by a quarl, which is formed from a plurality of quarl sections (4a, 4b, 4c), wherein each quarl section (4a, 4b, 4c) has the configuration of the conical shell of a truncated cone and being distributed consecutively one after the other in the downstream direction of the burner (1), wherein a most narrow part of the shell of a downstream quarl section (4b) surrounds the widest part of the shell of the closest upstream quarl section (4a) and wherein an annular channel (10, 11) for premixed air and fuel is arranged between two consecutive quarl sections (4a, 4b).",MILOSAVLJEVIC VLADIMIR (SE),SIEMENS AG (DE),2009-03-26
EP2263043B1,EP,2013-01-23,QUARLS IN A BURNER,"The invention relates to a quarl of a burner (1) for a gas turbine engine, in which fuel and air is mixed and provided to the burner (1) and wherein a quarl (4a, 4b, 4c) is arranged to house a main flame (7). It is one object to improve stability of the combustion process. According to the invention stability is achieved by a quarl, which is formed from a plurality of quarl sections (4a, 4b, 4c), wherein each quarl section (4a, 4b, 4c) has the configuration of the conical shell of a truncated cone and being distributed consecutively one after the other in the downstream direction of the burner (1), wherein a most narrow part of the shell of a downstream quarl section (4b) surrounds the widest part of the shell of the closest upstream quarl section (4a) and wherein an annular channel (10, 11) for premixed air and fuel is arranged between two consecutive quarl sections (4a, 4b).",MILOSAVLJEVIC VLADIMIR (SE),SIEMENS AG (DE),2009-03-26
US20230356831,US,11/09/2023,AN IMPROVED ROTORCRAFT,"A light helicopter typically for 5 occupants is disclosed which achieves a hitherto unprecedented combination of range, speed and payload by adopting a novel approach to construction and positioning of components which affect overall aerodynamics in forward flight at speeds in excess of 70 metres per second and mass distribution and management of centre of gravity as fuel is consumed, load bearing strength and drag.","Hill, Jason (Rugeley, GB)","HILL GROUP TECHNOLOGIES LIMITED (Rugeley, Staffordshire, GB)",08/23/2021
US20170021209,US,01/26/2017,"IGNITION-QUENCHING SYSTEMS, APPARATUSES, AND METHODS","Ignition-quenching systems include an ignition-risk structure that extends from a support structure into a combustible environment and include a porous ignition-quenching cover that substantially covers the ignition-risk structure. The ignition-quenching cover is configured to quench an ignition event triggered by an ignition source associated with the ignition-risk structure. Ignition-quenching covers generally include a porous body. The porous body may include one or more porous elements. Methods according to the present disclosure include installing a porous ignition-quenching cover over an ignition-risk structure to prevent bulk combustion, e.g., of a fuel vapor in a fuel tank, due to an ignition event associated with the ignition-risk structure.","Damazo, Jason Scott (Seattle, WA, US)                
                            Kwon, Eddie (Seattle, WA, US)                
                            Day, Arthur C. (Seattle, WA, US)                
                            Lowell, John Rubrecht (Fairfax, VA, US)","The Boeing Company (Huntington Beach, CA, US)",07/21/2015
US20200094088,US,03/26/2020,IGNITION-QUENCHING COVERS AND METHODS FOR AEROSPACE APPLICATIONS,"Ignition-quenching covers are configured to quench an ignition event in a combustible environment triggered by an ignition source associated with an ignition-risk structure. Ignition-quenching covers comprise a porous body that includes two or more porous elements and are configured to cover the ignition-risk structure, wherein the ignition-risk structure is associated with a potential ignition source that may produce the ignition event in the combustible environment. The porous body defines passages sized to quench the ignition event. Methods comprise installing a porous ignition-quenching cover over an ignition-risk structure to prevent bulk combustion, e.g., of a fuel vapor in a fuel tank, due to an ignition event associated with the ignition-risk structure.","Damazo, Jason Scott (Seattle, WA, US)                
                            Kwon, Eddie (Seattle, WA, US)                
                            Day, Arthur C. (Seattle, WA, US)                
                            Lowell, John Rubrecht (Fairfax, VA, US)","The Boeing Company (Chicago, IL, US)",11/14/2019
US20170145945,US,05/25/2017,AERO COMPRESSION COMBUSTION DRIVE ASSEMBLY CONTROL SYSTEM,"A control system for an aero compression combustion drive assembly, the aero compression combustion drive assembly having an engine member, a transmission member and a propeller member, the control system including a sensor for sensing a pressure parameter in each of a plurality of compression chambers of the engine member, the sensor for providing the sensed pressure parameter to a control system device, the control system device having a plurality of control programs for effecting selected engine control and the control system device acting on the sensed pressure parameter to effect a control strategy in the engine member A control method is further included.","Weinzierl, Steven M. (New Richmond, WI, US)                
                            Fuchs, Michael J. (New Richmond, WI, US)","Engineered Propulsion Systems, Inc. (New Richmond, WI, US)",02/02/2017
US20130291550,US,11/07/2013,AERO COMPRESSION COMBUSTION DRIVE ASSEMBLY CONTROL SYSTEM,"A control system for an aero compression combustion drive assembly, the aero compression combustion drive assembly having an engine member, a transmission member and a propeller member, the control system including a sensor for sensing a pressure parameter in each of a plurality of compression chambers of the engine member, the sensor for providing the sensed pressure parameter to a control system device, the control system device having a plurality of control programs for effecting selected engine control and the control system device acting on the sensed pressure parameter to effect a control strategy in the engine member. A control method is further included.","Weinzierl, Steven M. (New Richmond, WI, US)                
                            Fuchs, Michael J. (New Richmond, WI, US)","Engineered Propulsion Systems, Inc. (New Richmond, WI, US)",10/05/2012
US20200392920,US,12/17/2020,AERO COMPRESSION COMBUSTION DRIVE ASSEMBLY CONTROL SYSTEM,"A control system for an aero compression combustion drive assembly, the aero compression combustion drive assembly having an engine member, a transmission member and a propeller member, the control system including a sensor for sensing a pressure parameter in each of a plurality of compression chambers of the engine member, the sensor for providing the sensed pressure parameter to a control system device, the control system device having a plurality of control programs for effecting selected engine control and the control system device acting on the sensed pressure parameter to effect a control strategy in the engine member A control method is further included.","Weinzierl, Steven M. (New Richmond, WI, US)                
                            Fuchs, Michael J. (New Richmond, WI, US)                
                            Seybold-epting, Alexander (Stralsund, DE)","Engineered Propulsion Systems, Inc. (New Richmond, WI, US)",03/23/2020
US20080221745,US,09/11/2008,COLLECTION AND DISTRIBUTION SYSTEM,A collection and distribution system wherein information is collected from one or more aerial vehicles and from one or more ground-based sources before being processed and provided to an end-user.,"Diamandis, Peter H. (Santa Monica, CA, US)                
                            Whitelaw, Granger (Red Bank, NJ, US)                
                            D'angelo, Michael R. (Melrose, MA, US)","Rocket Racing, Inc. (New York, NY, US)",10/31/2007
